rownum	motif_id	text
44095	V144.1	Sacred relics carried in battle to aid victory.
44096	V144.2	The relics of saint protect horses from the attack of wild beasts.
44097	V150	Sacred objects miscellaneous.
44098	V151	Sacred writings.
44099	V151.1	Captive released because of ability to recite beginning of Genesis.
44100	V200.1	Flame illuminates cradle of sacred person.
44101	V201	God.
44102	V202	Sacred spirits.
44103	V205	Royal family as sacred.
44104	V205.1	Third son of king possesses sacred power.
44105	V210	Religious founders.
44106	V211	Christ.
44107	V211.0.1	Christ born from crown of Virgin's head.
44108	V211.0.2	Christ conceived on same day He was crucified.
44109	V211.0.3	Seventeen marvels at the birth of Christ.
44110	V211.0.4	Christ as prophet.
44111	V211.0.5	"Christ called ""druid""."
44112	V211.1	The Nativity of Christ.
44113	V211.1.1	Air fragrant at Nativity.
44114	V211.1.2	Star shines through day of Nativity.
44115	V211.1.2.1	Hairy star appears before Nativity.
44116	V211.1.3	Shining cloud marks place of Nativity.
44117	V211.1.3.1	Vast intolerable light on night of Christ's Nativity.
44118	V211.1.4	Virgin suffers no birth pangs at Christ's Nativity.
44119	V211.1.5	Elements silent and motionless at Nativity.
44120	V211.1.6	"A ""crown of thorns"" among gifts given by the shepherds to Joseph, husband of Virgin Mary."
44121	V211.1.7	Three (seven) druids come to adore infant Jesus.
44122	V211.1.8	The Infant Jesus.
44123	V211.1.8.1	Christ in form of an infant nursed by saint.
44124	V211.1.8.2	Christ in form of an infant fondled by nuns.
44125	V211.1.8.3	Christ as infant in mother's arms causes bare hillside to become field of wheat as protection.
44126	V211.2	Christ on earth.
44127	V211.2.1	Fiery pillar as sign of Christ's visit.
44128	V211.2.1.1	Christ disguised as leper.
44129	V211.2.1.2	Christ disguised as beggar.
44130	V211.2.1.2.1	"Jesus had ""dark hair and a long red beard""."
44131	V211.2.2	Christ leaves bachall after visit.
44132	V211.2.3	The Crucifixion.
44133	V211.2.3.0.1	Angel warns of Christ's danger.
44134	V211.2.3.0.2	Smith's wife made nails for the Cross because her husband believed Christ to be a true prophet.
44135	V211.2.3.1	Earth trembles at Crucifixion.
44136	V211.2.3.2	Moon bloody at Crucifixion.
44137	V211.2.3.3	Sun darkened at Crucifixion.
44138	V211.3	Finding of the Cross.
44139	V211.4	Construction of the Cross.
44140	V211.4.1	Cross of Christ made of four kinds of wood.
44141	V211.5	The five wounds of Christ.
44142	V211.5.1	Blood and wine issue from wound in side of crucified Savior.
44143	V211.6	Dialogue between Christ and the Virgin Mary.
44144	V211.7	Christ's descent to hell.
44145	V211.7.1	The harrowing of hell.
44146	V211.7.2	Dialogue (debate) between Christ and Satan (at the harrowing of hell).
44147	V211.7.3	The three bolts left on hell by Christ.
44148	V211.8	Christ's resurrection (on March 27).
44149	V211.9	Christ's ascent to Heaven (on May 5).
44150	V211.10	Letter (message) of Christ.
44151	V211.10.1	Christ sends message to voyaging clerics.
44152	V212	Buddha.
44153	V212.1	Sacred books received from Buddha in person.
44154	V212.2	Precepts heard from Buddha in person.
44155	V220	Saints.
44156	V221	Miraculous healing by saints.
44157	V221.0.1	Relics of saint cure disease.
44158	V221.0.1.1	Oil flowing from relics has curative powers.
44159	V221.0.1.2	The wine (water) occasionally used to bathe relics assumes healing powers.
44160	V221.0.1.3	Shrine of saint carried around to suppress pestilence.
44161	V221.0.2	Saint miraculously healed.
44162	V221.0.2.1	Crippled saint miraculously receives horse and chariot.
44163	V221.0.3	Miraculous healing power of saint as child.
44164	V221.1	Saint cures palsy.
44165	V221.2	Saint restores dumb man's speech.
44166	V221.3	Saint cures leprosy.
44167	V221.3.1	Leper cured by the kiss of a saint.
44168	V221.4	Saint subdues madman.
44169	V221.4.0.1	Saint cures frenzied animal.
44170	V221.4.0.1.1	Saint's blessing sufficient to control a mad dog.
44171	V221.5	Saint purifies monk with sign of the cross.
44172	V221.6	Saint sustains man on gallows.
44173	V221.7	Woman relieved of incurable malady by kissing letter from saint.
44174	V221.8	Wounds cured by saint leave no scars.
44175	V221.9	Cut off parts of body attached again by saint.
44176	V221.10	Men with enormous and unnatural appetite cured by saint.
44177	V221.11	Saint cures dumb person.
44178	V221.12	Saint cures blindness.
44179	V222	Miraculous manifestation acclaims saint.
44180	V222.0.1	Birth of saint predicted by visions of miracles.
44181	V222.0.1.1	Pillar of fire rises over woman pregnant with future saint.
44182	V222.0.1.2	Saint identified by pillar of fire above her head.
44183	V222.0.1.3	Dazzling heavenly light by day and night marks place of saint's birth.
44184	V222.0.2	Angels appear above place where saint is born.
44185	V222.1	Marvelous light accompanying saint.
44186	V222.1.0.1	Supernaturally bright light marks sleeping infant saint.
44187	V222.1.0.2	"""Fair Drop"" from. Heaven falls upon infant saint."
44188	V222.1.1	Radiance fills church when saint dies.
44189	V222.1.2	Hand of saint made bright by Lord's touch. Too splendid for man's sight thereafter.
44190	V222.1.3	Column of light descends from heaven upon chosen man.
44191	V222.1.4	Lights show where the body of saint is buried.
44192	V222.2	Brake in which saint loses tooth bursts into flame.
44193	V222.3	Choral singing accompanies saint.
44194	V222.4	House of saint filled with fragrance.
44195	V222.4.1	Aromatic smell of a saint's body.
44196	V222.5	Oil bursts from ground as saint is made bishop.
44197	V222.6	Bell sounds at approach of saint.
44198	V222.6.1	Church bells ring without aid of human hands at death of holy person.
44199	V222.7	Dead holy man stretches hand from tomb to honor saint.
44200	V222.8	Holy man passes through fire for his faith. Only his clothing burns.
44201	V222.9	Earthquake accompanies entrance of holy man into palace of heathen emperor.
44202	V222.10	Saint falling into an abyss found perched in the branches of a tree which projected from the cliff. As soon as the man is drawn up, the tree vanishes.
44203	V222.11	Flowers fall from saint's mouth while he speaks.
44204	V222.12	Holy man restores a garden to bloom.
44205	V222.13	Sun sends shaft of heat to cook meat given persecuted saint.
44206	V222.14	Roses lose thorns when saint walks on them.
44207	V222.15	Saint changes maggots in the sores of a nun into precious stones.
44208	V222.16	Robbers who enter saint's garden to steal are caused to spade it up for him. This proves him to be saint.
44209	V223	Saints have miraculous knowledge.
44210	V223.1	Saint gives advice.
44211	V223.2	Saint warns against poisoned well.
44212	V223.3	Saint can perceive the thoughts of another man and reveal hidden sins.
44213	V223.4	Saint helps with learning.
44214	V223.4.1	Truant boy learns long lesson while asleep with head in saint's lap.
44215	V223.5	Saints blessed with ability to discourse in the native idioms of the people whom they visit.
44216	V223.5.1	Saint understands language of wren, fly, cat.
44217	V223.6	Saint as prognosticator.
44218	V223.6.1	Saint can foretell the weather.
44219	V224	Miraculous replacement of objects (animals) for saint.
44220	V224.1	Objects used as firewood for saint miraculously replaced.
44221	V224.2	Food (animals) eaten by saint miraculously replaced.
44222	V224.3	Animals stolen from saint miraculously replaced.
44223	V224.4	Performing fox accidentally killed miraculously replaced for saint.
44224	V224.5	Supply of lime for building church miraculously renewed for saint.
44225	V225	Saints in several places at once.
44226	V226	Saints as hermits.
44227	V227	Saints have divine visitors.
44228	V227.1	God gives staff of Jesus to saint.
44229	V228	Immunities of saints (holy men).
44230	V228.1	Saint immune to poisoning.
44231	V228.1.1	Saint drinks poison without being injured.
44232	V228.2	Anchorite immune to magician's powers.
44233	V229	Saints miscellaneous.
44234	V229.1	Saint commands return from dead with supernatural information.
44235	V229.2	Sanctity of saints.
44236	V229.2.1	Saintly babe repeatedly found with arms extended in form of cross.
44237	V229.2.2	Saintly babe disgorges unclean food.
44238	V229.2.3	Saint will drink only milk of cow milked by faithful woman.
44239	V229.2.3.1	Saint as baby refuses to take mother's breast on Wednesdays and Fridays.
44240	V229.2.4	Baptism of a wonder child is accompanied by a variety of phenomena.
44241	V229.2.5	Place of saint's martyrdom perpetually green.
44242	V229.2.6	Martyrs emit milk instead of blood from their wounds.
44243	V229.2.6.1	Saint sheds tears of blood.
44244	V229.2.7	Flowers grow on graves from the mouths or hearts of holy persons.
44245	V229.2.8	Saint's body remains unspoiled in the earth for a long time.
44246	V229.2.9	Tombs of saints distill oil.
44247	V229.2.10	"Stones answer ""Amen"" after saint's preaching."
44248	V229.2.11	Miracle saves saint from unjust censure.
44249	V229.2.11.1	Saint causes gluttonous reptile to leap from saint's body into bishop's throat and then return as proof of bishop's injustice.
44250	V229.2.12	Extraordinary longevity of saints.
44251	V229.2.12.1	Seven Irish saints who never died.
44252	V229.2.12.2	Saint lives for 300 (100?). years without eating food or uttering evil.
44253	V229.2.13	Saint promises to return from heaven.
44254	V229.3	Saint banishes snakes.
44255	V229.4	Saint overcomes (destroys) monsters (dragons).
44256	V229.5	Saint banishes demons.
44257	V229.5.1	Saint confines monster (dragon) in lake.
44258	V229.6	Saint in conflict with druid.
44259	V229.6.1	Saint limits powers of satirist (druid).
44260	V229.6.2	Ale poisoned by druid miraculously purified by saint.
44261	V229.6.3	Druid raised in air, cast down, and brains scattered on stone by power of saint.
44262	V229.6.4	Druid by spells seeks to drive saint from island.
44263	V229.7	Invaders miraculously defeated by saints.
44264	V229.7.1	Saint drives away an army by bringing upon it a dense and smoky cloud.
44265	V229.8	Saints create magic concealing mist.
44266	V229.9	Unusual fuel used by saints: burning stone, snow and icicles, marble pillar, and green timber.
44267	V229.10	Broken objects restored to their original forms by saint.
44268	V229.10.1	Burned clothes restored to their previous form.
44269	V229.10.2	Holy man restores cut-off hands and feet.
44270	V229.10.3	Saint causes grey hair to grow in black.
44271	V229.11	Saint with tongue of fire (literally).
44272	V229.12	Sinful beauty is converted and spends the end of her life doing penance (Mary Magdalene, Mary of Egypt, and Thais).
44273	V229.13	Ground elevates itself to give protection or comfort to saint.
44274	V229.14	Saint in anger shows strength: wall broken by his kick.
44275	V229.15	Saint disguised as poor man saves almsgiving king from punishment in hell.
44276	V229.16	Lake of milk made through merit of saint.
44277	V229.17	Saint's blessing causes a river to be best place for fishing.
44278	V229.18	Dispute between two saints settled by angel.
44279	V229.19	Objects mourn death of saint (holy man).
44280	V229.20	Downfall of ascetic (saint).
44281	V229.20.1	After birth of son holy person loses miraculous power.
44282	V229.21	House and family appear overnight to afford hospitality to benighted priests.
44283	V229.22	Severed head of saint speaks so that searchers can find it.
44284	V229.23	Stone turns red when saint's picture is removed.
44285	V229.24	Saint turns snakes to stones.
44286	V229.25	Conversation of animals reveals to man how to become saint.
44287	V230	Angels.
44288	V230.1	Man beholds angels.
44289	V230.2	Angels powerful.
44290	V230.3	Angel and mortal struggle.
44291	V231	Appearance of angel.
44292	V231.1	Angel in bird shape.
44293	V231.2	Shooting star as angel.
44294	V231.3	Angel with four wings.
44295	V231.4	Angel is form of cleric.
44296	V231.5	Angel appears to woman to warn her not to force girl into marriage.
44297	V231.6	Angel in the form of an old man.
44298	V232	Angel as helper.
44299	V232.1	Angel as helper in battle.
44300	V232.1.1	Angels appear and help boy prince slay treacherous uncle.
44301	V232.2	Angel carries mortal.
44302	V232.2.0.1	Angel carries boat to water.
44303	V232.2.0.2	Angel transports saint's staff.
44304	V232.3	Angels supply food to mortal.
44305	V232.3.1	Angel shows saint where to dig for water.
44306	V232.4	Angel looses man's fetters.
44307	V232.5	Angel as guide.
44308	V232.5.1	Angel guides chariot.
44309	V232.6	Angel reveals location of lost (buried) object.
44310	V232.7	Gifts from angels.
44311	V232.7.1	Angel brings cross as gift to saint.
44312	V232.8	Angel helps Peter to escape from prison.
44313	V232.9	Angel cleans hearth.
44314	V232.10	Angels build church.
44315	V233	Angel of death.
44316	V233.1	Angel of death spares mother who is suckling children. As punishment angel must serve as sexton.
44317	V234	Songs of the angels.
44318	V234.1	Angels sing in honor of saint.
44319	V234.1.1	Angels sing to welcome saint.
44320	V234.1.2	Angels sing over saint's body.
44321	V234.1.3	Angel choir responds when saint receives orders.
44322	V234.2	Angels sing on night of Christ's Nativity.
44323	V235	Mortal visited by angel.
44324	V235.0.1	Mortals visited by angel in vision.
44325	V235.0.2	Angel invoked by fasting.
44326	V235.1	Angel announces birth of Christ to shepherds.
44327	V235.2	Angel comforts repentant sinner.
44328	V235.3	Angel bars abbot from his cell because abbot has cast out a sinning monk.
44329	V236	Fallen angels.
44330	V236.1	Fallen angels become fairies (dwarfs, trolls).
44331	V237	Angel bars the way to Baalam's ass.
44332	V238	Guardian angel.
44333	V238.1	Angels hover over mortal (saint).
44334	V238.2	Angels melt snow around saintly babe.
44335	V238.3	Service of angels marks saint's destination.
44336	V238.4	Air above grave of converted druid full of angels.
44337	V241	Angels honor mortal.
44338	V241.1	Angels attend saint's funeral.
44339	V241.1.1	Angel directs saint's burial.
44340	V241.2	Angels hold service over (saint's) tomb.
44341	V241.2.1	Angels shed light upon saint's tomb.
44342	V241.3	Angels run races before saint.
44343	V241.4	Angel baptizes saint.
44344	V241.4.1	Angel names child.
44345	V241.5	Angels set heavenly veil upon head of pious woman.
44346	V242	Holy place (object) glorified by angel's presence.
44347	V242.1	Train of angels rises from graveyard.
44348	V242.2	Angel abides in church.
44349	V242.2.1	Angels attend church service.
44350	V242.3	Angel passes daily over blessed stone.
44351	V243	Angel answers mortal's prayer.
44352	V243.1	Angels appear above grave of fallen girl through virtue of prayers said by her lover (young monk).
44353	V244	Angel beseeches at unholy grave of redeemed sinner until body is moved to sanctified ground.
44354	V245	Angel punishes mortal.
44355	V245.1	Angel scourges mortal for disobedience to God.
44356	V246	Angel counsels mortal.
44357	V246.0.1	Angel leaves letter (book) with instructions for saint.
44358	V246.0.2	Angel dictates (gives) book.
44359	V246.1	Angel tells saint where to build his church.
44360	V246.2	Angel as saint's teacher.
44361	V246.3	Angel informs saint of coming of guests.
44362	V247	Daily life of angels.
44363	V248	Angels and God.
44364	V249	Angels miscellaneous motifs.
44365	V249.1	Angel makes proclamation.
44366	V249.2	Language of angels.
44367	V249.2.1	Hebrew the language of the angels.
44368	V250	The Virgin Mary.
44369	V250.1	"Irish saint as ""Mary of the Gael""."
44370	V250.2	Virgin Mary has golden hair.
44371	V251	Virgin Mary prevents (retards) death so as to save sinner's soul. Permits time for repentance and absolution.
44372	V251.1	Virgin Mary brings man back to life after he has seen hell's torments.
44373	V252	Virgin Mary defends innocent accused.
44374	V252.1	Virgin Mary returns borrowed money and reveals cheat. A man borrows money from a Jew with the Virgin as security. Unable to return the money in time, he commits the money to the sea with a prayer to the Virgin. The Jew receives it but claims that the money is not paid. The Virgin reveals the cheat.
44375	V252.2	Virgin Mary saves criminal from fire at stake.
44376	V253	Faithfulness to Virgin Mary, even if not to Christ, rewarded.
44377	V254	"Efficacy of saying ""Aves""."
44378	V254.1	"Saying of ""Aves"" obliterates sin."
44379	V254.1.1	"Virgin Mary supports robber on gallows because he once said ""Ave Maria""."
44380	V254.2	"Ship in storm saved because of sailors' ""Ave Maria""."
44381	V254.3	"""Ave"" on the tongue. Because of faithfulness in saying ""Aves"" the words are found imprinted on the dead man's tongue."
44382	V254.3.1	"Blasphemer paralyzed in all members except tongue which had once said ""Ave Maria""."
44383	V254.4	"Devil exorcised by ""Ave""."
44384	V254.5	Nun forgets to hail Mary and goes into the world to sin.
44385	V254.6	Joseph and Mary threaten to leave heaven when the man who has always prayed to them is refused admittance.
44386	V254.7	"Murdered boy still sings ""Ave"" after his death. (Chaucer's Prioress's Tale.)"
44387	V254.7.1	"Criminal who said ""Ave"" beheaded. His head calls repeatedly, ""Ave Maria""."
44388	V254.8	"Virgin Mary will not let devil (authorities) take robber noble who daily says ""Ave""."
44389	V254.9	"Virgin forbids devil to take robber as long as he continues to say two ""Aves"" daily."
44390	V255	Virgin Mary has dissolute monk buried in consecrated ground: his only mass is that of the Virgin.
44391	V255.1	Devotee of Virgin not buried in consecrated ground has lily issue from mouth so that his grave is made known.
44392	V255.2	Virgin gives private mass to devout lady unable to attend.
44393	V256	Miraculous healing by Virgin Mary.
44394	V256.1	Healing spittle of Virgin Mary.
44395	V256.2	Miracles of healing performed before image of Virgin Mary.
44396	V256.3	Virgin Mary restores severed hand to Saint John Damascene. He had cut it off to repress lust.
44397	V256.4	Virgin Mary saves life of man who at devil's instigation has castrated himself. She will not, however, restore his severed members.
44398	V256.5	Virgin Mary restores life to drowned man who always had saluted her.
44399	V261	Virgin Mary designates favorite for election for office.
44400	V261.1	Virgin restores office to an ignorant man because of his faith.
44401	V261.2	Virgin pardons man who repented for cheating in election.
44402	V262	Virgin Mary supplies mead for unprepared hostess of the king.
44403	V263	Portrait of the Virgin appears to devotee.
44404	V264	Virgin Mary rescues man attacked by the devil.
44405	V264.1	Virgin Mary brings man a pact he signed with the devil and frees the man from devil's power.
44406	V265	Virgin miraculously prevents nun (monk) from deserting cloister.
44407	V265.1	Image of Virgin tries in vain to keep nun from leaving convent.
44408	V266	Virgin Mary converts a Jew.
44409	V267	Devotee of Virgin is comforted in the hour of death.
44410	V268	Miracles performed under protection of Virgin Mary.
44411	V268.1	Boy under protection of Virgin Mary pulled from well alive after a week.
44412	V268.2	Virgin Mary saves devotee from death in waves.
44413	V268.3	Virgin Mary destroys Moorish army besieging Constantinople.
44414	V268.4	Virgin Mary saves devotee's son from shipwreck.
44415	V268.5	Image of Virgin Mary works miracles.
44416	V271	Virgin Mary as foster mother.
44417	V275	Virgin Mary comforts repentant criminals.
44418	V276	Virgin Mary appears to erring man.
44419	V276.1	Virgin Mary appears to erring monk and exalts him to prayer. His prayers weave her a garment.
44420	V276.2	Virgin Mary appears and pardons monk who has been too overworked to pray to her.
44421	V276.3	Virgin Mary aids repentant slayer of priest. Priest is resurrected in order to forgive murderer and then is returned to tomb.
44422	V277	Virgin Mary appears to devotee.
44423	V277.1	Virgin Mary appears to devout nun with infant Jesus. The nun devoutly prayed to see Him.
44424	V281	Devotee of Virgin Mary given present by her.
44425	V282	Stella Maris: Virgin Mary as protectress of sailors.
44426	V283	Testament of Virgin Mary.
44427	V284	During a flood the Virgin descends into the streets to save her image from the flood waters.
44428	V290	Other sacred persons.
44429	V291	Master poets (ollamhs) as sacred persons.
44430	V292	The Apostles of Christ.
44431	V292.1	Appearance of the Apostles.
44432	V292.2	The Twelve Apostles of Ireland.
44433	V293	Lepers as sacred persons.
44434	V294	The Pope.
44435	V300	Religious beliefs.
44436	V310	Particular dogmas.
44437	V311	Belief in the life to come.
44438	V311.0.1	Doctrine of immortality taught by druids.
44439	V311.1	Man converted to belief in future life on deathbed. Feels sure nevertheless that nothing will come of it.
44440	V311.2	Dying man refuses to believe in life to come.
44441	V311.3	Given choice between life and heaven, person chooses latter.
44442	V312	Belief in Immaculate Conception.
44443	V312.1	Proclamation of dogma of Immaculate Conception stops plague.
44444	V312.2	Man miraculously dies for opposing dogma of Immaculate Conception. Attempt to disprove the dogma by false miracle. Sham dead man is to rise if the dogma is not true. He is found to be actually dead.
44445	V313	Last judgment.
44446	V315	Belief in the Atonement.
44447	V315.1	Power of repentance.
44448	V316	Efficacy of prayer.
44449	V316.1	"""He that asks shall receive."". Hermit wants to prove truth of these words of the Gospel and asks for the hand of the princess. Performs the difficult task imposed upon him."
44450	V317	The chosen people.
44451	V317.1	Holy land.
44452	V320	Heretics.
44453	V321	Insane man burns heretic in his bed: restored to his senses as reward.
44454	V322	Heretical baptism. Heathen baptized into devil's possession.
44455	V323	Atheists.
44456	V323.1	Epicureans regarded as atheists.
44457	V325	Baptismal water vanishes before Aryan bishop.
44458	V326	Hero renounces heaven because dead companions (heathen) are not there.
44459	V327	Author of book against heretic honored by Virgin Mary and angels.
44460	V328	Man sets fire to his house and perishes in it rather than accept Christianity.
44461	V330	Conversion from one religion to another.
44462	V331	Conversion to Christianity.
44463	V331.0.1	Druid converted to Christianity.
44464	V331.0.2	Three (two) Irishmen who believed in Christianity before the coming of St. Patrick.
44465	V331.1	Conversion to Christianity through miracle.
44466	V331.1.1	Conversion to Christianity by miracle of seeing blood flow from Jesus' image.
44467	V331.1.2	Conversion to Christianity through appearance of the cross and angels.
44468	V331.1.3	Conversion to Christianity because the heathen gods prove to be less powerful.
44469	V331.1.4	Conversion because saint's staff miraculously goes through neophytes' foot.
44470	V331.2	Conversion to Christianity on pain of death.
44471	V331.3	Miraculous beautification upon conversion to Christianity.
44472	V331.4	Conversion to Christianity through repentance.
44473	V331.5	Conversion to Christianity through love.
44474	V331.6	Conversion to Christianity out of gratitude. Ruler has captive baptize his sister and then marry her. Grateful for past kindnesses.
44475	V331.7	Saladin asks to be made a Christian knight.
44476	V331.8	Fairies converted to Christianity.
44477	V331.9	Swans (transformed children) do not suffer in harsh weather after conversion to Christianity.
44478	V331.10	Conversion to Christianity because of admiration for Christian virtue.
44479	V331.10.1	Conversion to Christianity through show of forgiveness and gentleness.
44480	V332	Baptism of heathen.
44481	V336	Conversion to Judaism.
44482	V340	Miracle manifested to non-believers.
44483	V341	Pagan sybil draws picture of Madonna and Child in sand. Result of vision.
44484	V342	Sign of cross intimidates Jews.
44485	V343	Jews protesting against marriage of Jewess and Christian are struck dumb.
44486	V344	Temple about to be taken over by pagans saved by appearance of a Sign of the Cross (image of the Virgin).
44487	V345	Dove flies out of man's mouth. Impious anchorite has agreed to forsake his religion in return for the possession of a maid. When he repents the dove reenters his mouth.
44488	V346	Skeptic kicked by sacrificial animal.
44489	V347	Idols found on their faces after saint's arrival.
44490	V350	Conflicts between religions.
44491	V351	Duel (debate) to prove which religion is better.
44492	V351.1	Wise heretic is vanquished in debate with a Christian.
44493	V351.1.1	Brahmin wins a discussion on religion.
44494	V351.2	Unbeliever loses argument with hermit.
44495	V351.3	Magician overpowered in contest with a saint.
44496	V351.3.1	Contest of St. Peter with Simon Magus, a magician.
44497	V351.4	Prayer-contest to prove which religion is better.
44498	V351.5	Contest of miraculous powers between a Yogi and a Musselman.
44499	V352	Pagan disputant with Christian stricken dumb.
44500	V352.1	Pagan disputant with Christian bested by the words put in his mouth by God.
44501	V354	Life of heroic age preferable to Christian living.
44502	V355	Buddhists become slaves of Taoists because they cannot produce rain.
44503	V356	Christian hero (saint) overthrows heathen idols.
44504	V356.1	Saint dispels pagan devils from ancient shrines.
44505	V356.2	Pagan shrines and idols, or magic books destroyed by fire from heaven.
44506	V356.2.1	Heathen idols sink into earth up to their necks through power of saint.
44507	V356.3	Saint's bachall pointed at idol defaces it.
44508	V360	Christian and Jewish traditions about each other.
44509	V361	Christian child killed to furnish blood for Jewish rite. (Hugh of Lincoln.)
44510	V362	Plague from Jews' poisoning wells.
44511	V363	Jewish child thrown into oven by father for taking eucharist. Preserved by Virgin Mary.
44512	V363.1	Jewish child resurrected (saved by power of Virgin Mary) after being burned to ashes for eating consecrated bread in Christian church.
44513	V364	A Christianized Jew becomes a priest. During Mass, he stabs the consecrated host, blood flows (cf. +C55, +J1261.2, +V30). He kills the other priest who saw him commit the sacrilege, and before killing, forces him to renounce his faith. A miracle exposes the murderer.
44514	V365	Jewish traditions concerning non-Jews.
44515	V380	Religious beliefs miscellaneous.
44516	V381	Heathen beats his god because of misfortune.
44517	V382	Doctor ridicules belief in Devil, Heaven, and Hell.
44518	V383	Religious fanaticism.
44519	V383.1	Prolonged prostration in worship causes death.
44520	V383.2	Hindu drinks water by mistake from Mohammedan's vessel: his fortune turns to evil.
44521	V385	Romans won't include Jesus in their pantheon because of his poverty which they hate.
44522	V400	Charity.
44523	V410	Charity rewarded.
44524	V410.1	Charity rewarded above prayer or hearing of masses.
44525	V410.2	Prince's motto: charity conquers.
44526	V411	Miraculous reward for charities.
44527	V411.1	Queen gives away a sleeve of her dress: miraculously restored.
44528	V411.2	Saint exchanges coat with beggar: gold sleeves miraculously appear.
44529	V411.3	Man who has given all in charity has foot amputated: restored miraculously.
44530	V411.4	Stones turn to gold for charitable money-lender. Hence money borrowed for wedding is never refused by lenders.
44531	V411.5	Treasure given away by saint miraculously restored.
44532	V411.5.1	Man earns as much as he gave away for charity in his former life.
44533	V411.6	Food given away by saint miraculously restored.
44534	V411.7	Charitable king blows nose after having given to beggar. Huge ruby appears in his kerchief.
44535	V411.8	Jesus appears to St. Martin when he gives his cloak to beggar.
44536	V411.9	Charity miraculously repaid: flame settles on forehead.
44537	V412	Miraculous manifestations during act of charity.
44538	V412.1	Bread stolen by St. Nicholas for purpose of feeding poor is miraculously restored.
44539	V412.2	The more bread (flour) the monks give to the poor the more God places in their bins.
44540	V413	Son's acts of charity save his father's soul.
44541	V414	Saint shares punishment of sinful man whose cloak he shared in life.
44542	V415	Children envious of money given by deceased father to bishop. In vision they take their father's body up and find a quittance saying that he has received more than a hundredfold reward.
44543	V416	Act of charity obliterates sin.
44544	V416.1	Man convicted of cheating at his bookkeeping is excused when it is learned that he has given the money to the poor.
44545	V420	Reward of the uncharitable.
44546	V421	Shipman refuses alms: ship turned to stone.
44547	V422	Uncharitable knight drives bargain even in giving alms: devoured by serpents. His alms of corn turn to serpents.
44548	V425	Uncharitable pope wanders after death.
44549	V430	Charity miscellaneous motifs.
44550	V431	Charity of usurers ineffective.
44551	V432	Man beggars self by charity.
44552	V433	Charity of saints.
44553	V434	Conqueror restores kingship to king for charity.
44554	V435	Pious man charitable to man who has formerly refused him charity.
44555	V436	Mendicant refuses to accept alms from barren woman.
44556	V437	Saint repeatedly bestows father's goods upon the poor.
44557	V438	Merit for charity lost by asking work in return.
44558	V440	Other religious virtues.
44559	V441	Forgiveness.
44560	V441.1	Saint heals enemy.
44561	V450	Religious orders.
44562	V451	First-born son and one of every ten born thereafter given to Church.
44563	V453	Levites as religious order.
44564	V460	Clerical virtues and vices.
44565	V461	Clerical virtue.
44566	V461.1	Obedient and industrious nun the worthiest in the convent.
44567	V461.2	Truthful monk refuses to cheat even for his order.
44568	V461.3	Chastity as clerical virtue.
44569	V461.4	Submission as clerical virtue.
44570	V461.4.1	Truthfulness as clerical virtue.
44571	V461.5	Extended meditation as clerical virtue.
44572	V461.6	Monk lives where people speak ill of him to avoid danger of flattery.
44573	V461.7	Clerical virtue of absolute faith. Man captured by robbers is so confident that God will protect him that he is saved.
44574	V461.8	Poverty as saintly virtue.
44575	V462	Asceticism.
44576	V462.0.1	Kingship renounced to become an ascetic.
44577	V462.0.2	Since salvation is predestined, asceticism deemed useless.
44578	V462.0.3	Husband abandons wife to become ascetic.
44579	V462.0.4	Murderer becomes ascetic.
44580	V462.1	Maintaining silence as ascetic practice.
44581	V462.2	Ascetic fasting.
44582	V462.2.1	Ascetic faster increases his sufferings by placing food and drink before himself.
44583	V462.2.2	Person refuses to eat dainties.
44584	V462.2.2.1	Saint refuses pearls as alms and asks for food.
44585	V462.2.3	Death from ascetic devotions.
44586	V462.3	Ascetic weeping.
44587	V462.4	Asceticism: allowing self no repose.
44588	V462.4.1	Asceticism: cleric practices continual genuflexion.
44589	V462.4.2	Cross vigil. Cleric stands with hands extended in shape of cross.
44590	V462.4.3	Saint always extends one hand toward heaven while performing such acts as eating or reaping.
44591	V462.5	Ascetic cleric tortures his flesh.
44592	V462.5.0.1	Ascetic cleric prays to become diseased.
44593	V462.5.1	Ascetic cleric wears hair garment.
44594	V462.5.1.1	Saint never wears woolen clothing, but skins of wolves and other beasts.
44595	V462.5.1.2	Ascetic cleric sleeps (prays) with wet sheet (mantle) about him.
44596	V462.5.2	Ascetic cleric sleeps on stone.
44597	V462.5.2.1	Saint takes but little sleep.
44598	V462.5.2.2	Saint stands for seven years without sleep.
44599	V462.6	Ascetic cleric avoids listening to music.
44600	V462.7	Ascetic cleric never smiles.
44601	V462.8	Ascetic immersion.
44602	V462.8.1	Saint confines himself in narrow pen during Lent.
44603	V462.8.2	Saint stands (asleep) while bird builds nest and hatches brood in his hand.
44604	V462.9	Ascetic cleric leads mendicant life.
44605	V462.10	Ascetic cleric lives for seven years on whale's back.
44606	V462.11	Ascetic cleric renounces world (to become a herder).
44607	V462.12	Monk refuses chance of having temptation removed since he considers it strengthening to have it ever present to test him.
44608	V462.13	Evil ascetic misuses magic powers obtained through religious meditation.
44609	V462.14	Boy takes twelve years to wash off ascetic's dirt.
44610	V463	Religious martyrdom.
44611	V463.1	Cleric surrenders life that body may consecrate land.
44612	V463.2	First martyr: John the Baptist.
