motif_id	text
C549.2.	Tabu: touching soldiers of enchanted (sleeping) army and their horses. The sleeping army.
C550.	Class tabu.
C551.	Untouchables. Certain castes whose touch is considered a pollu- tion.
C551.1.	Tabu: touching food of another caste. Tabu: eating certain things.
C560.	Tabu: things not to be done by certain class. P. Society.
C561.	Tabus of slaves.
C561.1.	Tabu: slave going near fetish. Slaves.
C563.	Tabus of kings. Tabu: king speaking before his druids speak. Tabu: king sleeping during sunrise at capital. Kings. No king to rule who is not husband of certain queen. King may not marry girl who has been wife of another.
C563.1.	Tabu: king traveling alone.
C563.2.	Tabu: king having physical blemish. God with one hand. No men with wounds to be sacrificed to goddess. King must resign if maimed.
C563.3.	Tabu: king allowing rapine during his reign. Reign of peace and justice under certain king. Failure of crops during reign of wicked king.
C563.4.	Tabu: king settling quarrel among thralls.
C563.5.	Tabu: appearing before king without having been summoned.
C563.6.	Tabu: killing king, even at his own request.
C564.	Tabus of chiefs.
C564.1.	Tabu: chief being in ale-house when there is no story-telling. Tabu: consuming feast without discovering a new wonder. King requires all who come before him to tell a story.
C564.2.	Tabu: chief's troop not having a herald.
C564.3.	Tabu: chief to be in large company without wolf-hounds.
C564.4.	Cloth from certain bark tabu to all except chiefs.
C564.5.	Tabu: altar smoke from sacrifice touching young chief.
C564.6.	Tabu: teaching genealogy of chiefs to commoners.
C564.7.	Tabu: touching head of chief.
C564.8.	Tabu: chieftainess preparing food.
C564.9.	Tabu: chief going outdoors in spite of provocations.
C565.	Tabus of bearded men. Tabu: bearded man sleeping at sunrise. Tabu: bearded man refusing combat. Tabu: bearded man refusing request. Tabu: bearded man going dirty to bed. Only the brave to wear beards.
C565.1.	Tabu: labor by bearded man.
C565.2.	Tabu: bearded man being lazy.
C566.	Tabus of heroes. Heroes.
C566.1.	Tabu: fish hero snaring a being in the bays of his land.
C566.2.	Tabu: birds feeding on hero's land without leaving him some- thing.
C566.3.	Tabu: women leaving hero's land without his knowing it. Tabu confined to one sex.
C566.4.	Tabu: women marrying until hero has chosen their husbands. Tabu connected with marriage.
C566.5.	Tabu: warriors being in hero's land without receiving chal- lenge from him.
C566.6.	Tabu: sex activity for warriors.
C567.	Tabus of princesses. Princesses.
C567.1.	Tabu: eloping with king's daughter. Sex tabu. Tabu: refusing to elope with woman who desires it. Marriage restrictions.
C567.2.	Tabu: princess stepping in water.
C568.	Tabus of poets.
C568.1.	Tabu: poets to be ignorant of national literature. Extensive repertory of poets.
C572.	Tabus of a thief.
C573.	Tabus of priests.
C575.	Tabus of bastards.
C576.	Tabus of strangers.
C600.	Unique prohibition. A person is forbidden to do one particular thing; everything else he is free to do. Paradise lost because of one sin. Speaking tabu: the one forbidden expression. Tabu: fighting certain person. Unique exceptions.
C601.	Unique prohibition announced by mysterious voice.
C610.	The one forbidden place. Sébillot Incidents s.v. Tabu: trysting with woman at certain place. Tabu: being in certain place at sunrise. Tabu: going to certain place in March. Tabu: holding meeting at certain place. Tabu: going to certain place in speckled garment on speckled steed. riding dirty on black-heeled horse across certain plain. shouting from forbidden place.
C611.	Forbidden chamber. Person allowed to enter all chambers of house except one. Golden finger as sign of opening forbidden chamber. Hair turns to gold as punishment in forbidden chamber. Bloody key as sign of disobedience.
C611.1.	Forbidden door. All doors may be entered except one.
C611.1.1.	Prince not to be given eighth key until after he has ruled for five years.
C611.2.	Forbidden stables. Person allowed to enter everywhere but into three stables.
C611.3.	Forbidden ladder.
C612.	Forbidden forest.
C614.	Forbidden road. All roads may be taken except one. Dreadnaughts. Brothers deliberately seek dangers they have been warned against.
C614.1.	Forbidden direction of travel. Person free to go in any other.
C614.1.0.1.	Tabu: going in a certain direction while tending cattle.
C614.1.0.2.	Tabu: hunting in certain part of forest.
C614.1.0.3.	Forbidden direction: not to step outside a certain line.
C614.1.1.	Forbidden direction: north.
C614.1.2.	Forbidden direction: south.
C614.1.3.	Forbidden direction: west.
C614.1.4.	Forbidden direction: east.
C614.1.5.	Tabu: going in direction either of sunset or sunrise.
C614.2.	Tabu: going through a wicket gate.
C615.	Forbidden body of water.
C615.1.	Forbidden lake (pool).
C615.2.	Hero not to swim in certain lake. Lake made dangerous by haunting serpent.
C615.3.	Lake forbidden at certain time. Doing thing at certain time.
C615.4.	Tabu: not to rest near a lake.
C615.5.	Certain pool to be approached only when properly attired.
C616.	Tabu: feasting visitor at certain place. Hospitality.
C617.	Forbidden country.
C617.1.	Forbidden (perilous) ford. Combats at fords.
C619.	The one forbidden place miscellaneous.
C619.1.	Forbidden hostel.
C619.2.	Tabu: going into wild boar's haunt. Tabu: hunting a pig.
C619.3.	Forbidden horse fair.
C619.4.	Tabu: women to be on certain island. Tabus confined to women.
C620.	Tabu: partaking of the one forbidden object.
C621.	Forbidden tree. Fruit of all trees may be eaten, except one. Forbidden branches. Paradise lost because of forbidden fruit (drink). Tabu: eating certain fruit. Tree of immortality. Fruit of immor- tality.
C621.1.	Tree of knowledge forbidden. Tree of knowledge.
C621.2.	Tabu: touching fruit.
C621.2.1.	Tabu: touching apple. Hdwb. d. Märchens s.v.
C621.2.2.	Tabu: touching banana.
C622.	Forbidden drinking horn. One may drink from anything else. Magic drinking horn (cup) as chastity test.
C623.	Forbidden well. Lake from violating tabu. Tabu: looking at certain well. Magic well.
C623.1.	Well upon which no one can look without losing his eyes. Magic well maims.
C624.	Forbidden barrel.
C625.	Tabu: opening bottle.
C630.	Tabu: the one forbidden time. Time tabus.
C631.	Tabu: breaking the sabbath. Man in moon burns brush as punishment for doing so on Sunday. Tabu: profaning sacred day. Tabu: failing to observe certain festival. Failure to observe holiness of Sabbath punished. Fortress built on Sunday destroyed by tempest. Sabbath.
C631.1.	Tabu: journeying on sabbath.
C631.2.	Tabu: spinning on holy days.
C631.3.	Tabu: washing hair on sabbath.
C631.4.	Tabu: lighting or extinguishing lights on sabbath.
C631.5.	Tabu: writing on sabbath.
C631.6.	Tabu: playing music on sabbath.
C632.	Tabu: going abroad on Hallowe'en.
C634.	Tabu: fasting on holidays.
C635.	Tabu: giving ring at certain time.
C636.	Tabu: hunting on shortest day in the year.
C640.	Unique prohibition miscellaneous.
C641.	Tabu: making war against certain tribe. Tabus concerning war.
C641.1.	Tabu: making war against certain tribe on Tuesday. Tabu: doing thing at certain time.
C642.	Tabu: making peace with certain tribe.
C643.	Tabu: turning left side of chariot toward certain place. Magic power of circumambulation.
C644.	The one forbidden thing: returning to home country after mar- rying fairy. Tabus connected with trip to fairyland.
C650.	The one compulsory thing. Unless one does this one thing, mis- fortune comes. Bargain or promise to be fulfilled at all hazards.
C650.1.	Customs connected with unique compulsion. Customs.
C651.	The one compulsory question. Percival must ask the meaning of the strange sights he sees; else the Fisher King will not be healed. Voretzsch Altfranz Lit. 325 (Chretien de Troyes Conte del Graal). Tabu: to rest sitting or lying until answer to a certain question is learned. Slamming door on exit from mountain otherworld. It (almost) injures the hero because he has failed to bring back the talisman which opened the mountain. Slamming bridge to other world. Slams as hero leaves and (almost) injures him. He has failed to do the one compulsory thing. Test: finding answer to certain question. Quest: answer to certain question. "Do not ask questions about extraordinary things." Reward for asking proper questions.
C652.	Compulsion: taking back talisman which opened treasure moun- tain. Hero takes treasure and forgets the talisman.
C655.	Only one certain gift must be accepted.
C655.1.	Only peacock on the steeple of the king's golden temple can be accepted as dowry.
C661.	Girl from elfland must eat earthly food in order to remain. Tabu: eating in other world. Tabus connected with other- world journeys. Fairyland. Christianized fairy woman refuses to eat fairy food.
C662.	One must eat "death vegetable" whenever one sees it. Otherwise god will be angry.
C663.	Compulsion to bathe in certain waters daily.
C664.	Injunction: to marry first woman met. Sex tabu. Princess to marry first man who asks for her.
C664.0.1.	Injunction: to cohabit with first woman met after battle.
C665.	Injunction: protect certain stone from molestation.
C666.	Compulsion to go to certain place at certain time (or once each year).
C671.	The one compulsory song. Beer cannot be brewed until an old man sings the song of the origin of beer. Beer magically kept from brewing.
C672.	Compulsion to tell stories.
C672.1.	Curse laid upon man by stories he fails to tell: they creep out of his belly when he is asleep and talk.
C675.	Compulsion to give food to everyone met on journey.
C680.	Other compulsions.
C681.	Compulsion to answer cry. Hero is magically compelled to do so. Tabus of heroes. Tabu: hearing or listening. Crying induced by magic as trick to force child's mother.
C681.1.	Compulsion to regard hunting cry and follow hounds.
C682.	Compulsion to invite singer to feast. Until that is done, the beer will not stop foaming.
C683.	Injunction: sleep where night overtakes you. Otherwise misfor- tune will come.
C684.	Compulsion to perform certain task yearly. Time tabus.
C684.1.	Compulsion to catch blackbird alive yearly.
C684.2.	Compulsion to kill one of certain hogs yearly.
C684.3.	Compulsion to leap yearly over stone one's size held in palm of hand. Tasks contrary to laws of nature.
C684.4.	Compulsion to hold festival at certain intervals.
C685.	Injunction: to give sample of food to dog before eating. Misfor- tune follows failure to do so.
C686.	Injunction: to forsake woman who arouses love. Sex tabu. Girl as wooer. Man unsuccessfully tempted by woman.
C686.1.	Tabu: to refuse help to a woman.
C687.	Injunction: to perform certain act daily. Time tabus.
C687.1.	Injunction: to visit saint daily.
C700.	Miscellaneous tabus.
C710.	Tabus connected with other-world journeys. Tabu: eating in other world. Silence preserved in fairyland. Tabu: expressing surprise in lower world of dead. Tabu: revealing experiences in other world. Tabu: touching treasures of otherworld. Tabu: weeping in land of gods. Tabu: con- tact with things on journey to hell. The one forbidden thing: returning to home country after marrying fairy. Tabus connected with trip to fairyland.
C711.	Tabu: going into bath on return from serpent kingdom. Kingdom of serpents. Journey to underground animal kingdom.
C712.	Tabu: staying too long in other world. Tabu: eating in other world. Tabu: drinking in other world. Tabu: sleeping in other world. Tabu: doing thing too long.
C712.1.	Tabu: staying too long in fairyland. — *R. M. Meyer Zs. f. Vksk. Tabu: eating in fairyland. Fairyland. Visit to fairyland. Supernatural lapse of time in fairyland. Tabu: touching ground on return from fairyland.
C713.	Forsaken merman. Merman marries maiden. Wife of supernatural being longs for old home and visits relatives.
C713.1.	Tabu: merman's wife not to stay till church benediction. Sight of old home reawakens memory and brings about return from other world. Exorcising fairies. Fairies disappear when some name of ceremony of the Christian Church is used. Trolls cannot endure churchbells. Prayer.
C713.2.	Tabu: wife of supernatural husband seeing old home.
C713.3.	Tabu: wife of merman staying too long at home (on visit). Child Tabu: staying too long at home.
C713.3.1.	Tabu: beast-husband staying too long at home: becomes sick.
C713.4.	Golden apple thrown to remind merman's wife not to forget to return to him. Golden apple.
C714.	Tabus concerning requests made in otherworld.
C714.1.	Only one present to be asked for at home of spirit son-in-law. Marriage of a mortal and a god.
C715.	Tabu: speaking in otherworld. Visit to fairyland.
C715.1.	Tabu: speaking in fairyland.
C715.2.	Tabu: making noise on way to other world.
C716.	Tabu: removing hats while in otherworld.
C721.	Tabu: attending toilet needs. Vows concerning personal appearance. Tabu: swimming with certain birds.
C721.1.	Tabu: bathing during certain time. Tabu: doing thing during certain time.
C721.2.	Tabu: bathing in certain place.
C721.2.1.	Tabu: bathing in clear stream.
C721.3.	Tabu: bathing without straining stream afterwards.
C722.	Tabu: cutting hair. Long hair prized by Irish heroes. Cutting of a man's hair as an insult.
C722.0.1.	Tabu: shaving.
C722.1.	Tabu: cutting hair during certain time. Tabu: doing thing during certain time.
C723.	Tabu: combing hair.
C723.1.	Tabu: combing hair during certain time.
C725.	Tabu: attending call of nature at certain time.
C725.1.	Tabu: use of water after attending call of nature.
C726.	Tabu: trimming fingernails.
C726.1.	Tabu: throwing away nail trimmings. Devil's chair in hell made from thrown-away nail parings.
C730.	Tabu: resting.
C731.	Tabu: resting on journey.
C735.	Tabu: sleeping.
C735.1.	Tabu: sleeping during certain time. Tabu: doing thing during certain time. Person of diabolical origin never sleeps.
C735.1.0.1.	Tabu: sleeping in certain position during certain time.
C735.1.1.	Tabu: bearded man sleeping at sunrise. Tabus for bearded men.
C735.1.2.	Tabu: sleeping before task is finished. Sleep forbidden until quest is accomplished.
C735.2.	Tabu: sleeping in certain place.
C735.2.1.	Tabu: sleeping in other world. Tabu: staying too long in other world.
C735.2.1.1.	Tabu: sleeping before lapse of seven days in cloudland.
C735.2.2.	Tabu: sleeping in empty hut.
C735.2.3.	Cross.
C735.2.4.	Tabu: king (hero) sleeping after sunrise at capital. Tabus of kings. Time tabus. Tabu: sleeping in house lighted after sunset. Tabu: doing thing after sunset.
C735.2.5.	Tabu: sleeping in cemetery.
C735.2.6.	Tabu: sleeping on the path of ghosts.
C735.2.7.	Tabu: sleeping on feather bed.
C735.2.8.	Tabu: sleeping two nights in the same place until certain re- sult is attained.
C735.2.9.	Tabu: to rest sitting or lying until answer to certain question is learned. Tabu: doing a thing too soon.
C735.2.10.	Tabu: sleeping at one's own home.
C740.	Tabu: doing deed of mercy or courtesy. Abused and pampered horses. Tabu: wishing good luck.
C741.	Tabu: relieving souls in hell. Boy who tends kettles in hell not allowed to raise covers to relieve poor souls. Souls of drowned in heated kettles in hell. Kettle heating in hell for certain person.
C742.	Tabu: striking monster twice. Though monster begs that hero strike him again, hero refuses. Monster would otherwise revive. Tabu: doing thing too often. Second blow resuscitates. First kills.
C742.1.	Man must be killed with first blow: others will not harm him. Unique vulnerability.
C743.	Tabu: putting house in order for one man. Hospitality.
C744.	Tabu: accepting an invitation. Tabu: refusing a feast.
C745.	Tabu: entertaining strangers.
C745.1.	Tabu: heeding pleas of old woman for food and warmth.
C746.	Tabu: watching a game without helping the losing player.
C747.	Tabu: not to allow any other creature on raft.
C750.	Time tabus. Tabu: the one forbidden time. Compulsion to perform task yearly. Injunction to perform certain act daily.
C751.	Tabu: doing thing at certain time. Lake forbidden at certain time. Tabu; attending call of nature at certain time. Tabu: leaving track of army at certain place, time. Unlucky days.
C751.1.	Tabu: lighting fire at certain time.
C751.1.1.	Tabu: lighting fire before king lights one.
C751.2.	Tabu: sleeping with certain wife on Midsummer's Eve. Sex tabu. Tabu connected with marriage.
C751.3.	Tabu: convening certain hunt at certain time.
C751.4.	Tabu: going on water Monday after May Day.
C751.5.	Tabu: making treaty at certain time.
C751.6.	Tabu: leaving capital every ninth night.
C751.7.	Tabu: doing thing at sunrise.
C751.7.1.	Tabu: being in certain place at sunrise. The one forbidden place.
C751.8.	Tabu: carrying food at night.
C752.	Tabu: doing thing after certain time.
C752.1.	Tabu: doing thing after sunset (nightfall). Tabu: feasting by night at beginning of harvest. Tabu: drinking from certain river between two darknesses. Tabu: sleeping in house lighted after sunset. Tabu: listening to flutter- ing of birds after sunset.
C752.1.1.	Tabu: bringing arms to capital after sunset.
C752.1.2.	Tabu: crossing certain plain after sunset.
C752.1.3.	Tabu: single person entering one's house after sunset.
C752.1.4.	Tabu: allowing person to come to feast after sunset.
C752.1.5.	Tabu: casting in graveyard after sunset. Tabu: trespassing sacred precinct.
C752.1.6.	Tabu: using magic power after nightfall.
C752.2.	Tabu: doing certain thing after sunrise.
C752.2.1.	Tabu: supernatural creatures being abroad after sunrise. Ghost laid at cock-crow. Wild hunt abroad until cock- crow. Fairy must leave at cock-crow. Dwarfs turn to stone at sunrise. Witch powerless at cock-crow. Ogres powerless after cock-crow.
C752.2.2.	Conjurer must leave before sunrise.
C755.	Tabu: doing thing during certain time. Tabu: feasting by night at beginning of harvest. Tabu: drinking from certain river between two darknesses. Tabu: drinking water at certain time. Tabu: speaking during certain time. Tabu: bathing during certain time. Tabu: cutting hair during certain time. Tabu: combing hair during certain time. Tabu: sleeping during certain time.
C755.1.	Tabu: leaving house within certain time.
C755.2.	Telling tales except at certain time of year (or day).
C755.5.	Tabu: coming to Ireland in time of peace. Tabu: going to certain place in March. The one forbidden place. Tabu: sitting on certain sepulchral mounds in autumn.
C755.6.	Tabu: hunting in certain season.
C755.6.1.	Tabu: hunting in hottest season.
C755.7.	Tabu: landing on certain island during forbidden period.
C755.8.	Tabu: going out at night by oneself.
C756.	Tabu: doing thing before certain time. Looking tabu. Tabu: speaking before certain time. Tabu: exposure to sunlight. Girl carried off because of broken tabu.
C756.0.1.	Tabu: ringing bell before certain time.
C756.2.	Tabu: going home before dog precedes. Tabu: letting sun shine on girl before she is thirty years old.
C756.3.	C842. Tabu: exposure to sunlight. Girl carried off because of broken tabu. Conception from sunlight. Tabu: going home before adventure is completed. South Afri- can: Bourhill and Drake Fairy Tales from South Africa 237ff.
C756.4.	Tabu: entering chariot less than three weeks after having eaten horseflesh. Penance for three years and a half for eating horseflesh.
C757.	Tabu: doing thing too soon. Tabu: sleeping two nights in the same place until certain result is attained. Tabu: to rest sitting or lying until answer to certain question is learned. Tabu: staying two nights in one place until certain event is brought to pass. Magic object effec- tive when struck on ground once only. Second blow renders useless. Tabu: destroying animal skin of enchanted person too soon.
C757.2.	C32. Tabu: offending supernatural husband. Tabu: looking at supernatural husband. Tabu: opening box prematurely. Tabu: revealing secret of supernatural husband. Tabu: staying too long at home. Disenchantment by destroying skin. Tabu: telling adventure in otherworld too soon. Tabu: revealing experiences in other world.
C758.	Tabu: doing thing too hastily.
C758.1.	Monster born because of hasty (inconsiderate) wish of parents. Childless couple promise child to the devil if they may only have one. Child born in answer to prayer. Thumbling born as result of hasty wish of parents. They wish for a child, no matter how small he may be.
C761.	Tabu: doing thing too long.
C761.1.	Tabu: remaining on journey too long.
C761.2.	Tabu: staying too long at home.
C761.3.	C32. Tabu: offending supernatural husband. Tabu: staying too long in other world. Tabu: wife of merman staying too long at home (on visit). Tabu: staying too long at ball. Must leave before certain hour.
C761.4.	Tabu: staying too long in certain place. Tabu: staying too long in otherworld.
C761.4.1.	Tabu: staying two nights in one place until certain event is brought to pass. Tabu: to rest sitting or lying until answer to certain question is learned, M151.5. Vow not to eat or sleep until certain event is brought to pass.
C761.4.2.	Tabu: staying too long in meadow of otherworld. Landscape of otherworld.
C761.4.3.	Tabu: angel to remain on earth more than one week.
C762.	Tabu: doing thing too often. Tabu: striking monster twice.
C762.1.	Tabu: using magic power too often. Magic object loses power by overuse. Magic powers. Three foolish wishes. Three wishes will be granted: used up foolishly. The sharpened leg.
C762.2.	Tabu: too much weeping for dead. Hare weeps for mother when forbidden: punished. Trans- formation through excessive grief. Dead child's friendly return to parents, frequently to stop weeping. Return from the dead to stop weeping.
C762.3.	Tabu: whipping magic horse more than once on journey. Magic horse.
C762.4.	Tabu: taking more than one fruit from certain tree. Magic object loses power to overuse.
C762.5.	"Take, but only twice. Man to take money from cursed chest only twice.
C766.	Eating after one is satisfied.
C766.1.	Tabu: killing more cattle than one can eat.
C770.	Tabu: overweening pride. Tabu: rivaling the gods. Boasting. Pride brought low. Overweening ambition punished. Pride punished. Vanity.
C770.1.	Overweening pride in good fortune forbidden. Man proud that he and his clan have never known unhappiness or want swallowed up by earth.
C771.	Tabu: building too large a structure.
C771.1.	Tabu: building too high a tower. Confusion of tongues. Building falls because of breaking of tabu. Change of language for breaking tabu. Access to upper world. to reach sky. Tower of Babel: remarkably tall tower designed.
C771.1.1.	Wicked man constructs tower neither too large nor too high.
C771.2.	Tabu: piling up mountains to reach heaven.
C773.	Tabu: aspiring to too much power.
C773.1.	Tabu: making unreasonable requests. Given power of fulfilling all wishes, person oversteps moderation and is punished. Tabu: refusing a request. Impossible demand rebuked. Three foolish wishes. Foolish extreme. Modest choice best. Immoderate request punished.
C773.1.1.	Tabu: asking for too great magic multiplication of coins. Coin multiplies itself.
C776.	Tabu: counting possessions. Tabus concerning counting.
C780.	Tabu: buying, selling, etc.
C781.	Tabu: buying. d. Abergl.
C781.1.	Tabu: buying gallows flesh or living flesh.
C782.	Tabu: selling. d. Abergl.
C782.1.	Tabu: selling used clothing.
C782.2.	Tabu: selling to witch. Witches.
C783.	Tabu: giving away.
C783.1.	Tabu: giving certain money away.
C783.2.	Tabu: giving away rings. French Canadian: Sister Marie Ursule.
C784.	Tabu: lending. Tabu: lending to witch. Witches.
C785.	Tabu: trying to save provision for another day.
C810.	Tabu: heeding persuasive person or thing. Tabu: striking monster twice. Though monster begs that hero strike him again, hero refuses. Monster would otherwise revive. Tabu: heeding pleas of old woman for food and warmth.
C811.	Tabu: heeding persuasive voices.
C811.1.	Tabu: heeding persuasive voice of magic drum. Not to pick up drum that says "take me".
C811.2.	L215. Unpromising magic object chosen, Hero refuses to take one that cries out "Take me!" Tabu: heeding magic yam that says not to take it up.
C811.3.	Tabu: answering call when asleep.
C812.	Tabu: pursuing certain animal.
C815.	Tabu: listening to mother's counsel.
C815.1.	Tabu: listening to princess's counsel.
C820.	Tabu: finding certain secret.
C821.	Tabu: finding age of monster.
C822.	Tabu: solving sphinx's riddle: sphinx perishes. Sphinx. Has face of woman, body and tail of lion, wings of bird. Ogre gives riddle on pain of death. Sphinx propounds riddle on pain of death. Riddle of the Sphinx.
C824.	Tabu: finding name of ghost. Ghosts and revenants.
C825.	Tabu: studying occult books.
C830.	1 Unclassified tabus.
C832.	Tabu: spinning. Tabu: spinning on holy days.
C833.	Tabus for journeys. Magic journey during which one must not think of good or evil.
C833.1.	Tabu: crossing river except at source.
C833.2.	Tabu: turning aside for anyone. Fear test. Tests of valor.
C833.3.	Tabu: turning back after beginning a journey.
C833.4.	Tabu: driving horses over ashen yoke.
C833.5.	Tabu: going with dry feet over certain river.
C833.6.	Tabu: traveling beyond spot where feat of skill was performed before duplicating it. Tabu: army to advance until certain conditions are fulfilled.
C833.7.	Tabu: proceeding after mishap to chariot.
C833.8.	Tabu: going to certain place in speckled garment on speckled steed.
C833.9.	Men sent on mission prohibited from fishing and quarreling.
C835.	Tabus concerning fighting.
C835.1.	Tabu: refusing combat to anyone.
C835.1.1.	Tabu: bearded man refusing combat. Tabus for bearded men.
C835.2.	Tabus concerning weapons. Magic weapons.
C835.2.1.	Tabu: failing to make gift to magic lance. The lance kills of- fender. Immediate death for breaking tabu. Magic lance. Magic spear kills man. Magic flaming lance.
C835.2.2.	Tabu: allowing spear-head to touch stone.
C835.2.3.	Tabu: putting spear-head between teeth.
C835.2.4.	Tabu: slaying woman with spear.
C835.2.5.	Tabu: reddening weapons without satiety.
C835.2.6.	Tabu: giving arms in pledge.
C835.3.	Tabu: going to (leaving) certain place without combat.
C835.4.	Tabu: fighting certain person. Unique prohibition.
C835.4.1.	Tabu: fighting with a hag. Fairy in form of hag.
C836.	Tabu: disobedience. All lodgers must obey host implicitly. English Wells 60 (Syre Gowene and the Carle of Carlyle).
C837.	Tabu: loosing bridle in selling man transformed to horse. by putting on bridle. Protean sale. Disenchantment by taking off bridle. Magic bridle.
C841.	Tabu: killing certain animals. Animal totems. Tabu: eating flesh of certain animal.
C841.0.1.	Clerics' voyage unsuccessful because they sailed in boats of skin. Island of Tir Tairngire (Land of Promise) cannot be reached in boat made of "dead soft skins of animals."
C841.0.2.	Tabu: wounding animal; must be killed outright.
C841.0.3.	Tabu: killing animal which takes refuge with one.
C841.1.	Tabu: killing stork. Bird was once maiden. Tabu: killing stork as sacred being. Bad luck follows man who shoots stork.
C841.2.	Tabu: hunting birds. Supernatural lover (king of birds) tells woman that son must not do so.
C841.3.	Tabu: burning caterpillars. Tabu: burning animal husband.
C841.4.	Tabu: hunting a pig. Prophecy: hunters will encounter certain wild boar.
C841.5.	Tabu: killing a swan. Transformation: man to swan.
C841.6.	Tabu: killing golden duck.
C841.7.	Tabu: killing totem animal. Irish myth: Cross. B2. Animal totems. Life bound up with that of animal.
C841.8.	Tabu: killing deer.
C841.8.1.	Tabu: killing antelope.
C841.9.	Tabu: killing certain fish.
C841.10.	Tabu: killing albatross.
C841.10.1.	Killing albatross causes misfortune to follow killer.
C841.11.	Tabu: killing a cat.
C842.	Tabu: exposure to sunlight. Köhler-Bolte Zs. f. Vksk. Tabu: letting sun shine on girl before she is thirty years old. Conception from sunlight.
C842.1.	Tabu: working iron under direct rays of sun.
C843.	Tabu: pointing.
C843.1.	Tabu: pointing at rainbow.
C844.	Tabu: playing flute.
C845.	Tabus concerning war. Tabu: making war against certain tribe. Tabu: making peace with a certain tribe. Tabu: going to battle without being clothed in silk. Military affairs.
C845.1.	Tabu: bringing head of slain enemy within village walls.
C846.	Tabu: removing landmarks. Sagn V nos.
C847.	Tabu: giving away gifts received from animal.
C847.1.	Tabu: giving away gifts received from fish.
C848.	Tabu: sleeping on bed made of totem-tree.
C851.	Tabu: wastefulness.
C851.1.	Tabu: using food for unworthy purpose. Punishment for washing child with fish.
C851.1.1.	Tabu: wiping children with bread. *Smyser Harvard Studies and Notes in Phil. and Tabu: stepping on bread. City sinks into sea.
C851.1.2.	Tabu: using grain to clean child.
C851.2.	Tabu: throwing “living fire” into river.
C853.	Tabus concerning entry into assembly. Customs concerning recognition of rank.
C853.1.	Tabu: holding meeting at certain place. The one forbidden place.
C853.2.	Tabu: going to assembly of women at certain place.
C854.	Tabu: doing thing in certain manner.
C854.1.	Tabu: going to certain place in speckled garment on speckled steed.
C854.2.	Tabu: making withershins circuit.
C857.	Tabu: inciting horse at certain place.
C858.	Tabu: swimming with certain birds.
C863.	Tabu: following three red men to certain place. Red fairy. Person of unusual color.
C865.	Tabu: running a race.
C865.1.	Tabu: racing pigeons.
C867.	Tabu: unusual cruelty.
C867.1.	Tabu: abusing women or children. Tabu confined to one sex. Care of children. Hero in battle refuses to slay women.
C867.1.0.1.	Tabu: bearded men abusing women and children. Tabus of bearded men.
C868.	Tabu: leaving land entirely unoccupied.
C871.	Tabu: refusing a request. Tabu: refusing unreasonable demand of pregnant woman. Vow never to refuse food to any man. Blind promise. Generous person refuses no man anything.
C871.0.1.	Tabu: bearded man refusing request. Tabus for bearded men.
C872.	Tabu: turning away from (refusing requests of) poets.
C874.	Tabu: breaking up revelry before its end. Tabu: leaving a feast before it is ended.
C875.	Tabu: carrying child on one's back into house.
C876.	Tabu: leaping a camping place.
C878.	Tabu concerning clothing.
C878.1.	Tabu: wearing satin.
C878.2.	Tabu: wearing silk.
C878.2.1.	Tabu: going to battle without being clothed in silk. Tabus concerning war. Military affairs.
C881.	Tabu: grumbling.
C881.1.	Tabu: grumbling at narrowness of certain boat.
C882.	Tabu: watching game without aiding loser. Looking tabu.
C883.	Tabu: crossing graveyard without alighting.
C884.	Tabu: concerning riding horses.
C884.1.	Tabu: halting or unloading horse.
C884.2.	Tabu: allowing horse to lose his bridle, stray or stale. Lake from urine of horse.
C885.	Tabu: hearing or listening. Compulsion to answer cry.
C885.1.	Tabu: listening to fluttering of birds after sunset. Tabu: doing thing after sunset.
C885.2.	Tabu: listening to groans of women being violated.
C885.3.	Tabu: listening to certain lute.
C886.	Tabu: plowing with ass and ox together.
C887.	Tabu: being in same house with fire, weapon, dog.
C888.	Tabu: using leaven for cooking.
C891.	Tabu: uncleanliness. Tabu: attending toilet needs.
C891.1.	Tabu: riding dirty on black-heeled horse across certain plain.
C891.2.	C610. The one forbidden place. Tabu: bearded man going dirty to bed. Tabus for bearded men.
C891.3.	Tabu: urinating on fire.
C892.	Tabu: stranger to play with someone without asking permission.
C893.	Tabu: making use of blood.
C895.	Tabu: using stone fish-hooks.
C897.	Tabus concerning counting.
C897.1.	Tabu: counting the stars.
C897.2.	Tabu: taking census.
C897.3.	Tabu: calculating time of Messiah's advent.
C898.	Tabus concerned with mourning.
C899.	Additional unclassified tabus.
C899.1.	Tabu: hiding iron.
C900.	Punishment for breaking tabu. Deeds punished. Kinds of punishment.
C901.	Tabu imposed. Imposition of tabu as punishment.
C901.1.	Tabu imposed by certain person.
C901.1.1.	Tabu imposed on son by father before death.
C901.1.2.	Tabu imposed by druid. Druid as magician. Demons coerced by geasa of druids. Druid.
C901.1.3.	Tabu imposed by lover. Fairy lover.
C901.1.3.1.	Tabu imposed by forthputting woman. Girl as wooer.
C901.1.4.	Tabu imposed by host. Hospitality.
C901.1.5.	Tabu imposed by fairy.
C901.1.6.	Tabu imposed by saint.
C901.2.	Tabu imposed at birth. Accompaniments of childbirth.
C901.3.	Tabu imposed by magic. Death or bodily injury by magic. Bewitching.
