type_id	label	text
666*	Hero and Leander	Hero and Leander. During the feast of Adonis in Sestos, Leander sees Hero, a priestess of Aphrodite, falls in love with her at first sight, and wins her love. Hero has been consigned to celibacy, so the lovers can only meet secretly. Leander swims every night through the Hellespont strait to see Hero who shines a light from the tower for him. One stormy night the light goes out and Leander is drowned. Hero sees his body and plunges into the sea to be united with him in death . 
667	The Wood Spirit's Foster-Son	The Wood Spirit's Foster-Son. A boy, who had been promised by his father in a crisis to a wood spirit (demon, drakos) , receives from the latter the power to transform himself into various animals . He frees a princess who had been kidnapped by the demon, and is thrown into the sea  by a treacherous nobleman who claims to have rescued the princess . The cheater is exposed, and the boy marries the princess. 
66A	“Hello, House!”	“Hello, House!” An animal (crocodile) wants to catch a weaker animal (jackal, monkey) and hides in wait in its den. When the jackal comes home he smells danger (sees tracks going into his den but not coming out). He calls out several times, “Hello, house!” When no one replies, the jackal announces that usually the house answers him. The animal in the den then answers, and the jackal knows that someone is in his den. He runs away (kills the intruder) . Cf. Type 50A. 
66A*	The Fox Buys himself a Pipe	The Fox Buys himself a Pipe and goes into the barn to smoke. The hay begins to burn. The fox extinguishes the fire with his tail and singes himself. 
66B	Sham-Dead (Hidden) Animal Betrays Self	Sham-Dead (Hidden) Animal Betrays Self. A jackal (fox, rabbit) tests another (dangerous) animal (fox, crocodile) who pretends to be dead  (is hiding) to see if it is really dead. The jackal says that dead animals open their mouths or wag their tails. The “dead” animal does this. The jackal knows it is not really dead (and runs away) . 
67	The Fox in a Swollen River (previously Fox in Swollen River Claims to be Swimming to Distant Town)	The Fox in a Swollen River (previously Fox in Swollen River Claims to be Swimming to Distant Town). A fox caught in a fast-flowing river loses control of his course. He claims to be swimming to a distant town . 
67**	The Fox Caught by Butcher	The Fox Caught by Butcher. (Including the previous Type 66**.) A fox goes into a house to steal food. He is caught inside and locked in. Finding no way out, he pushes the new boots of the owner (butcher, farmer, old man) into the fire. When the man rushes into the room to rescue his boots, the fox escapes through the open door . Or, a fox is caught in a bakehouse and pretends to look for a back door. His captors run to the rear and the fox escapes through the front . (Previously Type 66**.) 
670	The Man who Understands Animal Languages (previously The Animal Languages)	The Man who Understands Animal Languages (previously The Animal Languages). A grateful snake gives a man the power to understand animal languages , and tells him that if he reveals the secret, he must die . Once the man hears animals talking and laughs. His curious wife insists on knowing why he does so . Worn down by her nagging, he is about to give in and tell her . Then he hears a rooster say how easily he rules his many wives, while the man cannot rule even his one wife . The man keeps his secret and does not tell her anything. Cf. Types 517, 671, and 673. 
670A	The Woman who Understands Animal Languages	The Woman who Understands Animal Languages. A newly married woman who knows animal languages hears jackals (other animals) saying that a corpse floating in the river has a valuable ring on its finger . She pulls the corpse from the river and removes the ring. (In order to remove the ring she has to bite off the finger. Her husband sees her, believes her to be a cannibal ogress , and decides to return her to her family.) En route she overhears animals (birds) talking about where a treasure is hidden. Her husband learns the truth and they are reconciled. (The husband stays to guard the treasure and the wife goes to get her father-in-law. When he sees her returning alone, he concludes she has killed his son and is returning to kill him, and slays her before she has a chance to speak.) Cf. Types 178A–178C. 
671	The Three Languages	The Three Languages. A young man learns the languages of dogs , birds , and frogs . His father, angry at such useless knowledge, drives him out and orders him to be killed. A compassionate servant lets him escape and substitutes an animal's heart as proof for the murder . By means of his knowledge of the dogs' language the boy discovers a treasure (he cures a sick princess and marries her later). Through his knowledge of the frogs' language he learns that he will be elected pope . When he arrives in Rome, two doves come to sit on his shoulders and he is recognized as a man worthy of being pope (birds indicate his election as pope ). The two doves tell him what to do so that he will be elected pope, and give him advice on how to act. Cf. Types 517, 725. 
671C*		
671D*	To Die Next Day	To Die Next Day. A farmer, overhearing the conversation of animals talking (during Christmas, New Year's or Easter night), finds that he is to die (is warned of death) the next day (very soon). The prediction comes true. Cf. Type 930*. 
671E*	A Magic Boy	A Magic Boy. A boy understands the language of birds and can interpret dreams. A merchant takes the boy in payment for goods and orders him to be slaughtered. He wants to eat the boy's heart and liver in order to obtain his wisdom. The boy escapes. The merchant is called to the king to interpret a dream. He cannot do this. The boy arrives, interprets the dream, and exposes the merchant. Cf. Type 517. 
672	The Serpent's Crown	The Serpent's Crown. (Including the previous Types 672A–672C.) This miscellaneous type comprises various tales dealing with a serpent's crown . (1) A man steals a serpent's crown. When the serpent pursues him he throws his garment behind him. A cook cooks the crown and learns the language of animals  (and/or receives wealth ). (Previously Type 672A.) Cf. Type 673. (2) A girl finds the crown (stone) of a serpent which it had laid down (lost) . The serpent dies (kills itself from sorrow) . (Previously Type 672B.) (3) A good-natured maidservant shares milk with a (sick) serpent (wearing a crown)  (cf. Type 285) and is chased away by a farmer. When the maidservant marries a (rich) shepherd, the serpent, still grateful for the milk, appears at her wedding and lays down its crown of silver and gold . (Previously Type 672C.) Or, the serpent gives her its crown in return for her sharing her milk. Later, the maidservant, at her wedding, thanks the snake for its help and returns the crown. 
672A		
672B		
672B*	Expelling Snakes	Expelling Snakes. A sorcerer undertakes to expel snakes from a certain region. He succeeds in decoying the king of the snakes (white crowned snake), but dies from a snakebite (is carried off into the earth with the snakes). 
672C		
672C*	Testimony of the Serpent	Testimony of the Serpent. (Including the previous Type 842B*). A woman who owns (is friendly with) a magic serpent is raped by a prince. The woman asks the serpent, who witnessed the act of violence, to testify that the prince should marry no one else. (A prince calls a serpent to witness that he will marry a farmwife.) When the prince is about to marry a beautiful princess, the serpent twists itself about his neck. The first woman comes and frees him from the serpent on the condition that he marries her. (The serpent appears at the prince's wedding, twists itself about his neck, and unwinds itself only when he will marry the farmwife.) 
672D	The Stone of the Snake	The Stone of the Snake. A farmer falls into a pit in which there are serpents (and a dragon). He sees a serpent licking a (white) stone, imitates it and stays alive without food or drink. Finally (in springtime) he is rescued from the pit by a big serpent. 
672D*		
673	The White Serpent's Flesh	The White Serpent's Flesh. (Including the previous Types 671C* and 672D*.) Contrary to a warning, a servant (cook) eats the flesh of a white serpent (from the king's pot), whereupon he understands the speech of animals (birds)  (cf. Types 670, 672 ). Or, a boy (driver) tastes the meat of a white snake that has been prepared by a healer (farmer), whereupon he understands the language of the grass and trees. (Previously Type 672D*.) When he is accused of stealing a ring this knowledge enables him to prove his innocence. By overhearing the conversation of ducks he learns that one of them has swallowed the queen's ring that fell from the window . (Previously Type 671C*.) He orders the duck to be slaughtered, the ring is found, and he is saved. (He learns that the ring is in the stomach of a grateful fish, who brings it back ). 
674	Incest Averted by Talking Animals	Incest Averted by Talking Animals. A princess, abandoned by or separated from her husband, gives birth to a son. The son is taken from her by trickery and he grows up without knowing his true mother. When grown up, he sees his mother, falls in love with her , and goes to her at night to become her lover. On the way he overhears animals (calves) talking  and learns the truth. 
675	The Lazy Boy	The Lazy Boy. (Including the previous Type 675*). A lazy stupid boy  releases a fish (frog, serpent, supernatural being), which gives him the power of making all his wishes come true . The lazy boy then makes an axe cut trees itself , water carry itself, a wagon move itself , an oven carry him, etc. When the princess laughs at him, he wishes her pregnant  (from eating an apple, etc.). She does not know the father of her beautiful child. The king orders a test of paternity , and the child picks the lazy boy out as father  (by handing him an apple , ball, golden ball). The king orders father and mother (and child) to be abandoned in a cask in the sea  (in the mountains ). By the power of wishing they reach land. The young man wishes to be beautified and makes a castle appear next to the king's . When the king comes to visit, the young man wishes that an object (golden apple, golden cup) would appear in his pocket . The king is accused of stealing. Thus he is shown that the appearance of guilt and innocence (unwitting pregnancy, unwitting theft) is often deceptive. 
675*		
676		
677	Iron Is More Precious than Gold	Iron Is More Precious than Gold. An unlucky man asks his king for advice about what he should do. The princess advises him to marry because the luck of his wife (children) could counteract his own bad luck. The king allows him to marry the princess. When she sends him out to sell her needlework, he trades it for (threefold) pieces of good advice. He does not dare to return home without any money and finds work on a ship. When the ship is becalmed, he is sent down to the bottom of the sea to repair it, and there he settles a quarrel between two spirits: What is more precious (more useful, harder): gold (diamond, silver, copper) or iron (steel, copper)? He gives a (diplomatic) answer (following the first good advice). He receives a bag of (precious) stones as a reward and returns to the ship. Together with the merchants he reaches a strange country where the king favours him because of his jewels. The merchants are jealous and make a bet as to who is the richest of them. Following the second advice, he wins the wager and with it all the servants and the ship. He continues to travel and trades for 7–30 years. Finally he returns home and finds his wife sleeping between two strange men. When he is about to kill all three, he remembers the third piece of advice, to think before he acts. He finds that the men are his two grown-up sons. Cf. Type 910B. 
677*	Below the Sea	Below the Sea. A boy (man) who is skilled in playing an instrument finds himself in a submarine kingdom, entertains the king of the sea, chooses a bride for himself, and returns to earth. 
678	The King Transfers his Soul to a Parrot	The King Transfers his Soul to a Parrot. A king learns how to transfer his soul  into dead bodies and so does his servant (another person). The king transfers his soul into a parrot, and the servant transfers his soul into the king's body. The queen discovers the truth. She tricks the servant into leaving the body of the king, and the king returns to his own body. 
67A*	Trash Substituted for Booty Taken from Fox's Bag (previously Game Taken from Fox's Bag and Trash Substituted)	Trash Substituted for Booty Taken from Fox's Bag (previously Game Taken from Fox's Bag and Trash Substituted). This miscellaneous type consists of various tales about a fox (antelope) with a sack of booty (goslings, peanuts). Another animal (dog, chicken, leopard) steals the contents of the sack and substitutes stones (ashes, thorns) . Cf. Type 327C. 
68	The Jackal Trapped in the Animal Hide	The Jackal Trapped in the Animal Hide. A jackal (gopher) climbs inside an elephant (through the anus) and eats it from the inside . The elephant dies and the jackal is unable to get out because of the shrunken carcass. He induces the rain god to make rain, and, when the water bloats the carcass, the jackal is able to climb out  . In some variants, the elephant lets the jackal climb in to share the water which the elephant has drunk. Once inside, the jackal begins to eat the elephant's flesh . In other variants, the elephant is already dead when the jackal climbs inside it. The elephant's children open the dead animal to find out why it died. They discover a hyena and a gopher inside . The gopher claims that the hyena alone caused the animal's death. 
68*	The Fox Jeers at the Fox Trap	The Fox Jeers at the Fox Trap. (Including the previous Type 245*.) This tale exists chiefly in three different forms: (1) A fox sees a trap and jeers at it. Then he grows curious and approaches it. The trap catches the fox . (2) A magpie, a crow, and a raven talk about a trap. The raven becomes caught in it . (Previously Type 245*.) (3) A swallow warns other birds against a branch covered with birdlime. They disregard the warning and are caught . Cf. Type 233C. 
68**		
681	Relativity of Time (previously King in the Bath; Years of Experience in a Moment)	Relativity of Time (previously King in the Bath; Years of Experience in a Moment). This miscellaneous type comprises various tales mostly from China and other east Asian areas, dealing with a ruler who learns about the relativity of time. In Chinese variants he experiences a long space of time in a moment by having a dream (sometimes caused by drugs), in Indian variants by putting his head under water, in other (often Asian) variants, the vision takes place by magic . Cf. Type 471A. 
682	Meditation on the Trinity	Meditation on the Trinity. A man (philosopher, St. Augustine), meditating on the mystery of the Trinity, sees a child trying to empty the sea into a little hole at the shore. The child states that he could better bail out the sea with a thimble  than the man would be able to understand the secret of the Trinity. The child disappears. 
68A	The Jug as Trap	The Jug as Trap. (Including the previous Type 68B.) A fox sticks his head inside a jug to eat what is in it. He cannot remove the jug from his head and is caught (killed) by a human. Cf. Type 1294. In order to remove the jug, the fox submerges it and thus drowns himself. Or he tries to bash the jug to pieces. (Previously Type 68B.) In some variants the fox becomes angry at the jug and ties it to his neck or his tail in order to drown it. Instead, he drowns himself. (Previously also Type 68B.) . Cf. Type 2B. 
68B		
69**		
7	The Three Tree Names (previously The Calling of Three Tree Names)	The Three Tree Names (previously The Calling of Three Tree Names). A bear (wolf) and a fox wager as to which can name three trees first. The fox wins because the bear names three different varieties of the same tree. The fox names three different trees which can be pronounced more quickly . In some variants the devil and a man wager. Cf. Type 1093. 
70	More Cowardly than the Hare	More Cowardly than the Hare. The hare is afraid of all creatures. At an assembly, the hares announce they will go and drown themselves (go to another country). As they approach a pond, they see that the frogs (ducks, fish) run away from them in fright. Having learned that other animals are even more cowardly than themselves, they return to their home . In some variants, the hares laugh so hard at their stupidity that they split their lips . Cf. Types 47A, 71. 
700	Thumbling (previously Tom Thumb)	Thumbling (previously Tom Thumb). (Däumling, Petit Poucet, Svend Tomling, Pulgarcillo.) A childless couple wish for a child, however small he may be. They have a boy (by supernatural birth) the size of a thumb . Thumbling takes food to his father on the farm and drives the wagon (plow) by sitting in the horse's (ox's) ear . He allows himself to be sold to strangers and then runs away from them. He lets himself be sold to thieves and accompanies them while they steal. Thumbling either helps them or he betrays them by his shouting; he then robs the thieves. Cf. Type 1525E. He is swallowed by a cow , talks from the cow's insides and reappears  (in the sausage prepared from the intestines of the slaughtered cow ). Someone takes the intestines (sausage) and, frightened by Thumbling's voice inside, throws them away. Thumbling is swallowed by a wolf (fox) who eats the intestines . He talks from the wolf's belly and the wolf becomes sick and frightens (warns) shepherds. The wolf dies (is killed) and Thumbling is rescued , or he persuades the wolf to take him to his father's house . Cf. Type 327B. 
701	The Giant's Toy	The Giant's Toy. The giant's daughter takes a farmer with his plow and animals from a field, shows them to her father, and asks what sort of worms these are. The giant-father orders her to put the farmer back, because the farmer belongs to the race that will drive away the giants . 
702A*		
702B*		
703*	The Artificial Child	The Artificial Child. An aged, childless couple build (carve) themselves a child from snow. When the child goes into the forest (jumps over a fire), it melts. Or a beautiful girl made from snow organizes a competition. She promises to marry any man who can overtake her on horseback, while she runs. By her magic actions (obstacles), she manages to leave all her suitors behind by magic actions (obstacles). The son of the emperor recognizes the magic, conjures the girl in the name of God to stop, and takes her up on his horseback. When they reach the top of a hill, the girl has disappearsed. In some variants the girl is made from gold and stays dumb until she is addressed by her name. 
704	Princess on the Pea	Princess on the Pea. A prince wants to marry a true princess, but he cannot find one. One evening a young woman arrives at his palace pretending to be a true princess. The queen tests her by putting a pea under 20 (more or fewer) mattresses in her bed . The next morning the woman complains that she has slept badly because of something hard in her bed. Her sensitivity is proof that she is a real princess. The prince marries her at once. 
705		
705A	Born from Fruit (Fish)	Born from Fruit (Fish). A husband becomes pregnant  by eating a magic fruit (fish)  meant for his barren wife. He gives birth (from his knee ) to a girl. The girl is abandoned and a bird rears her in a tree . A prince notices the reflected image of the (mute) girl in the water and falls in love with her. An old woman lures the girl down from the tree and she is captured and forced to marry the prince . The prince's mother mutilates his wife during his absence and chases her away . The girl is given supernatural help. The prince's mother disguises herself as his wife and they have sexual intercourse. The mother becomes pregnant and asks the servants to bring a special fruit. While looking for the fruit they hear a verse that reveals the truth, and they become mute. The prince himself looks for the fruit, learns the truth and is reunited with his wife. His mother is punished. Cf. Types 300A, 303, and 705B. 
705A*	The Banished Wife	The Banished Wife. A prince grows tired of his wife because she cannot longer speak. He brings a new bride who insults the wife. The first wife starts to speak again. The prince rejects his new bride and lives with his first wife. 
705B	Born from Knee	Born from Knee. A man gives birth  from his knee  to several children. He puts them up in a tree and advises them not to lower the rope. A giant (wolf, other being) induces a child to lower the rope. The giant climbs up the tree and devours the children. When the father returns and realizes what has happened he fights with the giant and opens its belly (toe). All the children come out and become the ancestors of the various ethnic groups. Cf. Type 123. 
706	The Maiden without Hands	The Maiden without Hands. (Including the previous Type 706A.) A girl has her hands cut off  because she refuses to marry her father  (because her father has sold her to the devil , forbids her to pray, her sister-in-law has slandered her to her brother). She is exposed in the forest and eats fruit from a garden. A king finds her in the forest (garden, stable, sea) and marries her  in spite of her mutilation . She gives birth but is cast out along with her children, because her parents-in-law (father, mother, sister-in-law, devil) alter a letter from the king . During her second banishment her hands grow back again , usually restored by water (river, well, sea water), often with supernatural help (angel, saint, Virgin Mary, God). She is reunited with her husband . Cf. Types 706C, 712. 
706A		
706B	The Chaste Nun (previously Present to the Lover)	The Chaste Nun (previously Present to the Lover). This tale exists chiefly in two different forms: (1) A young woman of noble birth (nun) mutilates herself (by cutting off her eyes, hands, breasts, hair) to prevent the persecutions of a lover. She sends her eyes which he had admired, to her lecherous lover (brother, nobleman, bishop) . (2) A man (priest) is tempted by the devil. He mutilates himself in order to keep his chastity (not to be tempted by the beauty of a [adopted] girl) . 
706C	The Father who Wanted to Marry his Daughter (previously Lecherous Father as Queen's Persecutor)	The Father who Wanted to Marry his Daughter (previously Lecherous Father as Queen's Persecutor). (The Patient Helena, Helena of Constantinople, Mai and Beaflor.) Father (priest) wants to marry his daughter. She escapes, marries a prince, and gives birth to children. Her father kills the children (child) and puts a knife under her pillow as false evidence of murder. Her husband, believing that she has killed her children, condemns her. Her children are resuscitated by a miracle, and she is reconciled with her husband. Cf. Types 706, 712. 
706D	St. Wilgefortis and Her Beard	St. Wilgefortis and Her Beard. A pagan king promises his daughter (Wilgefortis, Liberta, Ontkommer, Kümmernis), who is a Christian, in marriage to another pagan king who has conquered his country. The daughter wants only to become a bride of the crucified Christ. In order to evade the forced marriage she prays to God to alter her appearance (cf. Type 706B), and suddenly she grows a beard. Her angry father has her nailed to a cross, so that she will be like her beloved. As she dies, she prays for all who suffer pain or sorrow. Her father's palace burns down. In some versions (The Shoe of St. Anthony) an old musician (fiddler) plays for the crucified woman before she dies. She (her picture) thanks him by giving him her gold (silver) shoe (ring) . The shoe is discovered in the possession of the musician, who is condemned as a thief. On his way to the gallows he asks to be allowed to play again in the collonade of the church. As soon as he begins to play, the holy picture of the crucified woman drops the other shoe for him, thus proving his innocence. 
707	The Three Golden Children (previously The Three Golden Sons)	The Three Golden Children (previously The Three Golden Sons). Three girls boast that if they marry the king  they will have triplets with golden hair , a chain around the neck , and a star on the forehead . The king overhears the youngest and marries her . When she gives birth to three marvelous children the elder sisters substitute animals (dogs) . She is imprisoned (banished) , her children are exposed  but are rescued by a miller  (fisherman ). When they have grown up, the eldest son sets out to find his father , to seek a speaking bird , a singing tree , or the water of life . He and his brother both fail and are transformed to marble columns . The sister, with the help of an old woman , succeeds in rescuing them  and in bringing back the magic objects. The attention of the king is drawn to the children and the magic objects . The bird of truth reveals the whole story . The children and their mother are restored; the sisters are punished . 
707A		
708	The Wonder Child	The Wonder Child. Through the magic power of her evil stepmother, a princess gives birth to a monster (Wonder-Child) and is banished . The monster-child uses its magic powers to help its mother  and forces a prince to marry her. The monster asks the prince to cut off its head whereupon it turns into a prince  . Cf. Type 711. 
709	Snow White	Snow White. Snow White has a skin white as snow and lips red as blood . A magic mirror tells her stepmother that Snow White is more beautiful than she . The jealous stepmother orders a hunter to kill Snow White , but he substitutes an animal's heart and saves her . Snow White goes to a house of dwarfs (robbers)  who adopt Snow White as their sister . The stepmother now attempts to kill her by means of poisoned lace , a poisoned comb  and a poisoned apple . The dwarfs succeed in reviving the maiden from the first two poisonings but fail with the third. They lay her in a glass coffin . A prince resuscitates her and marries her . The stepmother is made to dance herself to death in red hot shoes . 
709A	The Sister of Nine Brothers (previously The Stork's Daughter)	The Sister of Nine Brothers (previously The Stork's Daughter). A girl goes into the forest to search for her nine brothers and stays with them (an abandoned child is reared in the forest by two storks ). After they leave their sister in a tree, her fire goes out. Searching for fire, she is finally given some by an ogress. Later the ogress follows the ashes that the girl has dropped  and tries to kill her. The girl steps on poisoned nails (tooth, bone) left by the ogress and dies. Her brothers (storks) put her in a glass case. When a prince removes the nails (tooth, bone), the girl is resuscitated and marries the prince. 
71	Contest of Frost and the Hare	Contest of Frost and the Hare. (Including the previous Type 1097*.) Frost tries to freeze a hare (fox, sparrow) that lies under a bush. He asks the hare whether he is cold. The hare says no, and points out the snow melting under him. Frost tries harder, but the hare manages to get up and declares that he is still warm. Frost admits he has lost the contest . Cf. Types 298A, 298A*. In some variants, the hare laughs so hard at the end that he splits his lip . Cf. Types 47A, 70. 
710	Our Lady's Child	Our Lady's Child. A father (unwittingly) promises his daughter to a supernatural figure . The Virgin Mary (Christ, saint) or a black woman (wicked stepmother, witch, sorcerer) takes the child into heaven (church, castle) or away in a black coach . The girl looks into a forbidden room , where she sees God (Christ, Virgin Mary), and her hair and finger become golden . Or, she sees enchanted men (black virgins, skeletons). The girl obstinately denies what she has seen, is struck dumb  and banished into the wilderness. She marries a king  and gives birth to three children. The Virgin Mary (foster-mother, stepmother, mother-in-law) takes away her children  and the queen is accused of infanticide . When she is to be burned to death on the stake, the queen finally acknowledges her guilt  (by keeping silence she delivers the black woman). She is rescued from death and from her dumbness and her children are given back to her.
711	The Beautiful and the Ugly Twinsisters	The Beautiful and the Ugly Twinsisters. A childless queen is advised by a witch how to have a child, but she breaks a condition connected with the advice . She has two girls, a very beautiful one and a deformed one (with an animal's head) . The ugly sister always assists the handsome one  and finally marries a prince. On the wedding day she is transformed and becomes as pretty as her sister . Cf. Types 433B, 480, and 708. 
712	Crescentia	Crescentia. When her husband the emperor is away, Crescentia is accused of adultery  by her lecherous brother-in-law (she locks him in a tower to escape his advances). She is rescued from death (drowning) by a fisherman and nurses the child of a duke. When she rejects a seducer, her foster-child is killed in revenge. She is accused of murder  and banished again. Once again she is rescued (by St. Peter) from drowning. Crescentia developes miraculous healing powers and reaches a high position. Her husband and the various men whose love she has rejected come to her for healing. She is recognized by her husband (the emperor) , and they go to live in a monastery (convent). Cf. Types 706C, 883A, and 887. 
713	The Mother who Did not Bear Me but Nourished Me	The Mother who Did not Bear Me but Nourished Me. (Including the previous Type 717*.) A stepdaughter is falsely accused of bearing her sister's illegitimate child  and she and the child are expelled . Wherever they go, famine ceases and magic abundance comes . But famine comes to places they have left . Later the truth is revealed by the child's behavior . 
715	Demi-cock	Demi-cock. Demi-cock (half-chick)  leaves home in order to claim back a borrowed (stolen) object (money). On his way he meets animals (fox, wolf) and a river. He takes them along by swallowing them (carries them under his wings) . When claiming the money from his debtor, Demi-cock is imprisoned with animals who try to kill him. Fox and wolf eat the attacking animals, and when Demi-cock is thrown into a fire, the river extinguishes it . Finally Demi-cock obtains the money  by swallowing. At home he is beaten by his owner (king) and expells the money (he is eaten by his owner and crows from his stomach ). Cf. Type 715A.
715A	The Wonderful Rooster	The Wonderful Rooster. An old couple (old man, old woman) have a rooster and a hen. The rooster lays no eggs and is driven away. He mocks the king and is sentenced to be drowned, but instead drinks all the water. He is supposed to be roasted but extinguishes the fire with the water he has drunk. He is locked in the treasury and swallows all the money. Back home he defecates the money  onto a sheet (for the old man). (The old woman sends her hen to do the same, but the animal only produces dung instead of money.) 
716*	The Unbearable Satiety (previously The Value of a Stomach)	The Unbearable Satiety (previously The Value of a Stomach). A man complains that he is a mere slave of his stomach. God takes away his intestines and the man feels sated without eating. After a while the life becomes boring to the man and he asks God to give him back his hunger. He recovers his stomach . 
717*		
72	Rabbit Rides Fox A-courting	Rabbit Rides Fox A-courting. A fox (tiger, jaguar, alligator, wolf, hyena, elephant) and a rabbit (hare, fox, jackal, tortoise) both woo the same woman, who prefers the fox. The rabbit tells her that the fox is only his horse and promises to prove it. He pretends to be sick and convinces the fox to carry him. The fox lets the rabbit put a bridle on him and ride (whip) him. When the woman sees this, she decides to marry the rabbit . Cf. Type 4. 
72*	The Hare Emancipates her Children (previously The Hare Instructs his Sons)	The Hare Emancipates her Children (previously The Hare Instructs his Sons). A mother hare does not want to provide for her children any longer. She asks them to look in her eyes and says, “You have such big eyes (long whiskers) now, you can take care of yourselves.” Since then, hares care for their young only for a short time . 
720	The Juniper Tree (previously My Mother Slew Me; My Father Ate Me)	The Juniper Tree (previously My Mother Slew Me; My Father Ate Me). A childless couple wishes for a child. A boy is born but his mother dies. The little boy is slain by his cruel stepmother who closes the lid of an apple chest on him . She cooks him and serves him to his father who eats him unwittingly . The boy's stepsister gathers up his bones and puts them under a juniper tree . A bird comes forth and sings about what happened. It brings presents to the father and the sister and drops a millstone to the stepmother, killing her . The boy is resuscitated . Cf. Type 780. 
725	Prophecy of Future Sovereignty (previously The Dream)	Prophecy of Future Sovereignty (previously The Dream). A clever boy refuses to tell his dream (about his future sovereignty)  to his father and to the king. He is punished and endures various adventures (imprisonment) . A princess nourishes him in prison. War is to be declared on the emperor if he is not able to solve two riddles and a task. The clever boy solves the riddles and the task, tells the answers to the princess, and is freed from prison. So the boy averts war, marries the princess , and finally receives two kingdoms. 
726	The Three Old Men (previously The Oldest on the Farm)	The Three Old Men (previously The Oldest on the Farm). (Including the previous Type 726*.) A wayfarer meets an old man (four or more [relatives]), is referred to an older one and finally to a third very old one . Or, three very old men are asked to solve a problem. The oldest man, who looks the youngest, explains that a man's appearance depends on the behavior of his wife. In other variants an Irishman goes to Scandinavia and meets an old man, his father and his grandfather. (Previously Type 726*.) The Irishman obtains certain objects and food that make him see hidden things. When he eats the meat his vision vanishes. Cf. Type 836F*. 
726*		
726**		
729	The Merman's Golden Axe (previously The Axe Falls into the Stream)	The Merman's Golden Axe (previously The Axe Falls into the Stream). A woodcutter drops his axe in a river (pool). A supernatural being (merman) exhibits a golden and then a silver axe. The man rejects both because they do not belong to him ; he only accepts his own. The two other axes are then given to him as a gift. A greedy imitator, who pretends to be the owner of the golden and the silver axe, does not get either and loses his own. 
72B*	Why the Hare Jumps over the Path (previously Fox to Hare: Why do you Jump over the Path?)	Why the Hare Jumps over the Path (previously Fox to Hare: Why do you Jump over the Path?). A fox (father hare) asks a hare (his child) why hares jump over the path (run over the mountain). The answer is, “Because we cannot crawl under it.” 
72C*		
72D*	Tales about Hares (Rabbits)	Tales about Hares (Rabbits). (Including the previous Types 72C* and 74D*.) This miscellaneous type consists of various tales in which a hare or rabbit wins or loses in a conflict with another animal. Cf. Type 1891. 
73	Blinding the Guard	Blinding the Guard. A rabbit (fox), who is imprisoned, throws dirt (salt, pepper, tobacco juice) into the eyes of his guard. While the guard is blinded, the rabbit escapes . 
735	The Rich Man's and the Poor Man's Fortune	The Rich Man's and the Poor Man's Fortune. One of two brothers (farmers) becomes rich, because his fortune works for him, whereas the other becomes poor. The (personified) fortune of the rich one tells the poor brother that his fortune is lazy (asleep). The poor brother beats it of (wakes it up) and learns that he should change his profession. He becomes a successful merchant . Cf. Types 460B, 735A, 736, 947, and 947A. 
735A	Bad Luck Imprisoned	Bad Luck Imprisoned. (Including the previous Type 332F*.) A poor brother leaves home to find better luck in another place, but his personified bad luck (poverty)  wants to go with him. On a pretext the man locks up the bad luck in a bottle (bag, chest)  or buries (drowns) it (and from then on lives happily ). When his rich brother frees the bad luck out of jealousy, it attaches itself to him because it is afraid of the clever poor brother. Cf. Types 507, 735, 736, 947, and 947A. 
736	Luck and Wealth	Luck and Wealth. A rich and a poor friend make a wager: Does wealth come from hard work or from good luck? In order to test their theories, the rich man gives money to a poor craftsman. The first time the money is stolen by a bird, the second time his wife spends it. The poor man gives the craftsman a piece of lead which a fisherman uses as weight for his net. He receives from him the first fish he catches and in its body he finds a jewel . This proves that fortune is more powerful. When the poor man recovers his luck, the lost money which was given to him by the rich man is often found in a nest or in a jug. Cf. Types 745, 745A, 945, and 945A*. 
736A	The Ring of Polycrates	The Ring of Polycrates. This tale exists chiefly in two different forms: (1) When King Amasis learns about the military success of Polycrates he advises him not to provoke the jealousy of the gods. As sign of his humility he should throw away the thing he likes most. Thereupon Polycrates throws his most precious ring into the sea. Some days later a fish is given to him in which the ring is found . (2) Because she is haughty (annoyed at a beggar) a rich woman (landlord, businessman) throws her ring into the sea (river, lake) saying, “As improbable as it is that I will see this ring again, so improbable it is that I will ever become poor”. The ring is returned to her and a short time later she becomes poor. Cf. Types 745, 745A, 836, 930A, and 933. 
737	Who Will Be her Future Husband?	Who Will Be her Future Husband? On New Year's Eve (Christmas Eve) a young woman foresees her future husband , a soldier. When the apparition leaves, she manages to keep his sabre (sword). When the soldier comes home, they marry. Later he finds his sword in a chest. He (nearly) kills his wife (and himself) with the sword because he had suffered so much from the loss of his weapon.
737A*		
737B*	The Lucky Wife	The Lucky Wife. This miscellaneous type includes various tales dealing with a luckless man who becomes successful in all his undertakings when he marries a lucky woman and profits from her luck . Cf. Types 460B, 677, and 986. 
738*		
739*	The Luck-bringing Animal (previously The Luckless Son and His Wizard Father)	The Luck-bringing Animal (previously The Luckless Son and His Wizard Father). The children of a luckless family find a luck-bringing animal (dog). The (old) father (grandfather) orders it to be killed (destroyed), but the children eat its meat and become fortunate . 
