Skipped line. No motif ID found. Original line: F645.	Marvelously wise man.
Skipped line. No motif ID found. Original line: J2081.4.	Fools sent to buy cow procure a monkey instead. India: Thomp- son-Balys.
Skipped line. No motif ID found. Original line: J2082.	Squaring accounts by shaving the wife. A numskull has paid twice the regular amount for a shave. The barber shaves the wife. Clouston Noodles 180.
Skipped line. No motif ID found. Original line: J2083.	The foolish attempt to cheat the buyer.
Skipped line. No motif ID found. Original line: J2213.	Illogical use of numbers.
Skipped line. No motif ID found. Original line: J2083.1.	One-third for the price of one-fourth. In the grain sale the fool sells a third of a cask for the price of a fourth, thinking that he is cheating the buyer. Type 1266*.
Skipped line. No motif ID found. Original line: J2083.2.	Two for the price of one. The fool sells two fox-skins pulled into each other. Type 1265*.
Skipped line. No motif ID found. Original line: J2083.3.	Seller of fox skins mixes otter skins with them. Thinks to cheat the buyer. Type 1300*.
Skipped line. No motif ID found. Original line: J2083.4.	Ten for the price of nine. A fool buys nine eggs and sells ten for the same price. He says that business is improving. Wesselski Hodscha Nasreddin I 209 No. 12.
Skipped line. No motif ID found. Original line: J2083.5.	A heaping measure given for a level measure. *Fb "skjæppe" III 276a.
Skipped line. No motif ID found. Original line: J2083.6.	Selling more yards of goods for the money than they received. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2085.	Foolish reward offered.
Skipped line. No motif ID found. Original line: J2085.1.	Lost ass, saddle, and bridle offered as reward to the finder. *Wesselski Hodscha Nasreddin II 231 No. 496.
Skipped line. No motif ID found. Original line: J2085.1.1.	Man trades his only horse for a set of harness. U.S.: Baugh- man.
Skipped line. No motif ID found. Original line: J2086.	The foolish pawn. The woman sells cows and gets one of them back as a pledge for the unpaid purchase price. *Type 1385; *BP II 440; Christensen DF L 35.
Skipped line. No motif ID found. Original line: J2087.	The persuasive auctioneer. The auctioneer praises the man's worthless cow so much in his speech that the man takes her back himself. Wesselski Hodscha Nasreddin I 276 No. 309; Clouston Nood- les 72; U.S.: Baughman.
Skipped line. No motif ID found. Original line: H509.5.1.	Test: telling five lies which should so closely resemble the truth the tester will believe them himself.
Skipped line. No motif ID found. Original line: J2088.	The considerate seller. A numskull having an over-short turban for sale at auction warns the prospective buyer that it is too short. Wesselski Hodscha Nasreddin I 223 No. 58.
Skipped line. No motif ID found. Original line: J2088.1.	The fool advises the buyer that the horse is worth little or his father would not sell it. *Wesselski Bebel I 208 No. 95.
Skipped line. No motif ID found. Original line: J2650.	Bungling fool.
Skipped line. No motif ID found. Original line: K134.1.	Horse which will not go over trees.
Skipped line. No motif ID found. Original line: J2088.2.	Seller advises buyer that cow is a thief. Breton: Luzel Legendes chrétiennes de Basse Bretagne (Paris, 1881) I 16.   ## p. 177 (#181) ############################################  J. The wise and the foolish 177
Skipped line. No motif ID found. Original line: J2091.	Thief warned what not to steal. The numskull tells the thief where his door-key, his cakes, and his roasts are and warns him not to steal them. *Bolte Zs. f. Vksk. IX 87.
Skipped line. No motif ID found. Original line: J2092.
Skipped line. No motif ID found. Original line: D861.1.	Magic object stolen by host.
Skipped line. No motif ID found. Original line: J2355.1.	Fool loses magic objects by talking about them.
Skipped line. No motif ID found. Original line: J2091.1.	Fool hides treasure and leaves sign "Here it is." Thief leaves sign "Here it is not." Pauli (ed. Bolte) No. 74; Mensa Philosophica No. 141.
Skipped line. No motif ID found. Original line: J1399.1.	The Lord has risen.
Skipped line. No motif ID found. Original line: J2355.1.	Fool loses magic objects by talking about them. The trusted porters. A man finds a treasure, but is robbed by porters whom he has employed to rid him of the trouble of carrying it. Chauvin II 82 No. 2; Pauli (ed. Bolte) No. 179; Bødker Exempler 272 No. 2; Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J1030.	Self-dependence.
Skipped line. No motif ID found. Original line: J2093.	Valuables given away or sold for trifle.
Skipped line. No motif ID found. Original line: D871.1.	Magic object exchanged for worthless.
Skipped line. No motif ID found. Original line: J2093.1.	Numskull gives away the old water bag in which the money is hid. *Wesselski Hodscha Nasreddin II 201 No. 393.
Skipped line. No motif ID found. Original line: J2093.2.	Woman gives a jewel for a salad. The recipient is also a num- skull and doesn't know its value. *Pauli (ed. Bolte) No. 30.
Skipped line. No motif ID found. Original line: J2093.3.	Fool ignorant of value of jewel throws it away. India: Thomp- son-Balys.
Skipped line. No motif ID found. Original line: J2093.3.1.	Boy refuses pearls for worthless stones; jeweler recognizes them for what they are. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2093.4.	Good timber given for useless because wife says they will have only sickness and trouble. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2093.5.	Sacks of gold and silver traded for sacks of rice. India: Thomp- son-Balys.
Skipped line. No motif ID found. Original line: J2093.6.	Gold and jewels sold for trifle. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2094.	Expensive wood burned to make charcoal. Penzer V 67.
Skipped line. No motif ID found. Original line: J2095.	To eat a hundred onions. Choice of eating 100 onions, receiving 100 blows, or paying 100 coins. Fool tries onions in vain, then the blows, and finally must give the coins. *Zachariae Kleine Schriften 170; Pauli (ed. Bolte) No. 349; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2096.	Stupid boy convinced that trading all his silver for worthless cup will gain people's respect. Chinese: Graham.
Skipped line. No motif ID found. Original line: J2099.	Foolish bargain: miscellaneous. U.S.: Baughman.
Skipped line. No motif ID found. Original line: J2099.1.	Woman exchanges a horse for a sack of bones. She has been falsely told that the sack is filled with gold. Type 2007*.
Skipped line. No motif ID found. Original line: J2100.	Remedies worse than the disease.
Skipped line. No motif ID found. Original line: H492.3.	Husband castrates himself to test wife's faithfulness.
Skipped line. No motif ID found. Original line: J340.	Choice: little gain, big loss.
Skipped line. No motif ID found. Original line: J2175.6.	Numskull kills his children try- ing to cure their illness.
Skipped line. No motif ID found. Original line: J2101.	Getting rid of the cat. In a land in which cats are not known, one is bought at a great price. It eats many mice. By misunder- standing, they think the cat is a monster. In order to get rid of it 12   ## p. 178 (#182) ############################################  178 Motif-Index of Folk-Literature they set the house on fire. *Type 1281; BP II 72 n. 1; Christensen DF XLVII 219ff. no. 82.
Skipped line. No motif ID found. Original line: F708.1.	Country without cats.
Skipped line. No motif ID found. Original line: J1736.	Fools and the unknown animal.
Skipped line. No motif ID found. Original line: J2514.	Sickle bought at great cost given back.
Skipped line. No motif ID found. Original line: N411.1.	Whittington's cat. A cat in a mouse-infested land without cats sold for a fortune.
Skipped line. No motif ID found. Original line: J2101.1.	Lighting the cat's tail. Woman wishing to punish a cat fastens cotton to its tail and lights it. The whole village is burnt. Clouston Noodles 65; Wesselski Märchen 251 No. 59; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1269.12.	Youth announces fire in imitation of priest's metaphorical language. The fire set by cat's tail gains headway.
Skipped line. No motif ID found. Original line: J2516.	Directions followed literally to the sorrow of giver.
Skipped line. No motif ID found. Original line: K2351.1.	Sparrows of Ciren- cester. Fire is attached to birds who fly in and set fire to a besieged city.
Skipped line. No motif ID found. Original line: J2102.	Expensive means of being rid of insects.
Skipped line. No motif ID found. Original line: J2102.1.	Sleeping in shoes to avoid insect bites. *Wesselski Hodscha Nasreddin II 237 No. 524.
Skipped line. No motif ID found. Original line: J2102.2.	Snake rids himself of wasps: he lets himself be run over by a cart wheel along with them. Wienert FFC LVI 49 (ET 49), 128 (ST 363); Halm Aesop No. 393.
Skipped line. No motif ID found. Original line: J2102.3.	Bald man aims at a fly: hurts his head. Jacobs Aesop 204 No. 18; Wienert FFC LVI 67 (ET 313), 128 (ST 361).
Skipped line. No motif ID found. Original line: J1193.1.	Killing the fly on the judge's nose.
Skipped line. No motif ID found. Original line: N333.1.	Person killed by hitting fly on his face.
Skipped line. No motif ID found. Original line: J2102.4.	House burned down to rid it of insects. *Pauli (ed. Bolte) No. 37; *BP III 288; *Wesselski Hodscha Nasreddin I 244 No. 137; Chris- tensen DF XLVII 219ff. No. 82; India: Thompson-Balys; Indonesia: DeVries's list No. 267.
Skipped line. No motif ID found. Original line: J2102.4.1.	House burned down to get rid of lizard. India: Thompson- Balys.
Skipped line. No motif ID found. Original line: J2102.5.	Burning the wasp nest. The house catches fire and burns. Clouston Noodles 40 n. 1; England: Baughman.
Skipped line. No motif ID found. Original line: J2102.6.	Clothes burned to rid them of insects. Wienert FFC LVI 65 (ET 288), 128 (ST 362); Halm Aesop No. 411.
Skipped line. No motif ID found. Original line: J2102.7.	Crop burned to rid it of insects. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1812.1.	Seeds rattling in pods thought to be insults.
Skipped line. No motif ID found. Original line: J2102.8.	Frogs to eat insects, snakes to eat frogs. Snakes eat numskull's family. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2103.	Expensive extermination of rodents.
Skipped line. No motif ID found. Original line: J2103.1.	The cat to guard the cheese. A farmer troubled with mice eating his cheese places a cat in the tub with the cheese. She eats the mice and the cheese. *Pauli (ed. Bolte) No. 35; *Crane Vitry 138 No. 11; Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J2103.1.1.	The cat and the eel-pie. Woman puts cat in flour bin to catch a mouse. The cat eats the pie in the bin and loses interest in the mouse. Italian Novella: Rotunda.
Skipped line. No motif ID found. Original line: J2103.2.	Pursuing the rabbit who harmed the garden. Peasant asks a nobleman's help against a rabbit. The nobleman chases the rabbit on horseback for five days and ruins the peasant's crop. Pauli (ed. Bolte) No. 25.   ## p. 179 (#183) ############################################  J. The wise and the foolish 179
Skipped line. No motif ID found. Original line: J2103.2.1.	King ruins his garden to get rid of viper. India: Thompson- Balys.
Skipped line. No motif ID found. Original line: J2103.3.	House burned down to get rid of rats. (Cf.
Skipped line. No motif ID found. Original line: J2102.4.1.	) India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2104.	Moving the fireplace. When it gives too much heat numskulls decide to move it instead of putting out the fire. Type 1325*.
Skipped line. No motif ID found. Original line: J2104.1.	Cleaning the church by moving it. A cow fouls a church. Num- skulls try to move the church with ropes. Swiss: Jegerlehner Ober- wallis 293 No. 4.
Skipped line. No motif ID found. Original line: J2105.	Protecting the prince's slumber. To keep croaking frogs from disturbing him, the fools shoot at the frogs all night. Type 1329*.
Skipped line. No motif ID found. Original line: J2106.	Man kills self to make quarrelsome wife a widow. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2107.	Taming the bull by cutting off his horns. It makes him the more violent. *Wienert FFC LVI 71 (ET 360), 116 (ST 263).
Skipped line. No motif ID found. Original line: J2108.	Punishing the dog by feeding him. A man is bitten by a dog. On the advice of an old woman he rubs bread on the wound and gives it to the dog. All dogs will bite him if they thus get double reward. Wienert FFC LVI 85 (ET 520), 116 (ST 265); Halm Aesop No. 221.
Skipped line. No motif ID found. Original line: J2112.	Gray hair cured by pulling it out so that the person is bald. Pauli (ed. Bolte) No. 504; U.S.: Baughman.
Skipped line. No motif ID found. Original line: J2112.1.	Young wife pulls out his gray hairs; old wife his black. Soon all are gone. *Chauvin II 128 No. 134; Fb "hår" IV 241b; Crane Vitry 215 No. 201; *Herbert III 16; Wienert FFC LVI 82 (ET 489), 129 (ST 372); Halm Aesop No. 56; Jewish: Neuman; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2113.	Getting the calf's head out of the pot. A calf gets its head caught in a pot. A fool cuts off the calf's head and then breaks the pot to get it out. Clouston Noodles 89; India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J2131.5.1.	Trickster puts on buffalo skull: gets head caught.
Skipped line. No motif ID found. Original line: X372.2.	Head cut off to cure snake bite.
Skipped line. No motif ID found. Original line: J2113.1.	Man strikes off donkey's head to punish it. India: *Thompson- Balys.
Skipped line. No motif ID found. Original line: J2114.	Snakes in pond to be killed: eels also killed. India: Thompson- Balys.
Skipped line. No motif ID found. Original line: J2115.	Fools take fatal overdose of medicine. India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J2119.	Remedies worse than the disease-miscellaneous.
Skipped line. No motif ID found. Original line: J2119.1.	Nose cut off to get it out of the light. Koryak, Eskimo: Jochel- son JE VI 364.
Skipped line. No motif ID found. Original line: J2119.1.1.	Improving the wife's face by cutting off her nose. Penzer V 68f.; *Krappe Bulletin Hispanique XXXIX 21 No. 76.
Skipped line. No motif ID found. Original line: J2119.2.	Straight path not always shortest. (Cf.
Skipped line. No motif ID found. Original line: J21.5.	)
Skipped line. No motif ID found. Original line: J2119.2.1.	Taking the short-cut. Farmer takes a few feet off his journey and lifts a wheelbarrow over 22 stiles in so doing. Clouston Noodles 54; England: Baughman.
Skipped line. No motif ID found. Original line: J2119.2.2.	One contestant chooses straight path through stones; other circles about and wins. India: Thompson-Balys. 12*   ## p. 180 (#184) ############################################  180 Motif-Index of Folk-Literature
Skipped line. No motif ID found. Original line: J2119.3.	Noodles push parents over a rock as a favor to them. Icelandic: Boberg.
Skipped line. No motif ID found. Original line: J2119.4.	Numskulls bore hole in boat in order to make water run out. Christensen DF XLVII no. 45.
Skipped line. No motif ID found. Original line: K636.	Holes bored in enemies' boats prevent pursuit.
Skipped line. No motif ID found. Original line: J2119.5.	Stupid giant, seeing how fat he has become, wants to eat him- self up. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2119.6.	How to save the rice. Boy has rice in joined hands and arms around a pillar. Afraid to move lest rice be lost. Roof is removed and boy lifted over pillar. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2119.7.	Stupid cowherds apply hot iron to temples of unconscious man to revive him. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2119.8.	Cow tied tight with stones in order not to blow away, but is unable to do all others things too. Christensen DF XLVII 216 no. 76.
Skipped line. No motif ID found. Original line: J2119.9.	Hero beheads old woman who asks him to cure her of old age. Icelandic: Boberg.
Skipped line. No motif ID found. Original line: J2120.	Disregard of danger to objects (or animals).
Skipped line. No motif ID found. Original line: J1872.1.	Helping the cuckoo.
Skipped line. No motif ID found. Original line: J1914.	Horse taught to live without food.
Skipped line. No motif ID found. Original line: J2224.	Taking the seed out at night.
Skipped line. No motif ID found. Original line: J2461.1.1.	Literal numskull drags jar (bacon) on string.
Skipped line. No motif ID found. Original line: J2461.1.5.	Literal fool strangles the hawk.
Skipped line. No motif ID found. Original line: J2121.	Drying snow on the stove. Type 1272*.
Skipped line. No motif ID found. Original line: J1947.	Drying snow to make salt.
Skipped line. No motif ID found. Original line: J2122.	Candle put in the stove to dry: melts. Type 1270.
Skipped line. No motif ID found. Original line: J2123.	Sunlight carried into windowless house in baskets. When this plan does not succeed, they gradually pull down the house to get light. Type 1245; *Fb "lys" II 483b; Clouston Noodles 58, 64; Christen- sen DF XLVII 215 No. 74, ibid. DF L 49.
Skipped line. No motif ID found. Original line: J1961.	White sheep-skin used as a source of light.
Skipped line. No motif ID found. Original line: J2124.	Putting the fish aside for Easter. They are put in one big pool, but an eel eats them up. Clouston Noodles 34.
Skipped line. No motif ID found. Original line: J2124.1.	Numskull sends meat home through kite (bird); kite devours it. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: B291.	Animal as messenger.
Skipped line. No motif ID found. Original line: J1881.2.	Animal sent to go by itself.
Skipped line. No motif ID found. Original line: J2125.	Guarding chickens from the fox. Numskull ties their beaks and weights them down in the river with stones. BP III 337ff.; Spanish: Boggs FFC XC 139 No. 1692.
Skipped line. No motif ID found. Original line: J2126.	Numskull to water roots of tree. Digs up the tree to find the roots. Von der Leyen Das Märchen 78 and Herrigs Archiv CXIV 20 n. 2.
Skipped line. No motif ID found. Original line: J2126.1.	Trees cut down to gather fruit. Penzer V 70f.
Skipped line. No motif ID found. Original line: J2127.	Looking for the hole. Numskull is to carry a can of oil with especial care since it has a little hole in it. In order to find the hole he turns the can about and lets all the oil run out. Penzer V 84; Von der Leyen Das Märchen 78 and Herrigs Archiv CXIV 20 n. 2; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2129.	Disregard of danger to objects or animals—miscellaneous. 1 1   ## p. 181 (#185) ############################################  J. The wise and the foolish 181
Skipped line. No motif ID found. Original line: J2129.1.	Fools make a boat go over a precipice. Indonesia: DeVries's list No. 249.
Skipped line. No motif ID found. Original line: J2129.2.	Quarreling heirs destroy the entire property involved. Clouston Noodles 119; West Indies: Flowers 487f.
Skipped line. No motif ID found. Original line: J2129.3.	Getting all the eggs at once. A peasant kills his hen so that he can immediately get all the eggs she will lay during the next year. Pauli (ed. Bolte) No. 53; Scala Celi 4b No. 21.
Skipped line. No motif ID found. Original line: B192.	Magic animal killed.
Skipped line. No motif ID found. Original line: D876.	Magic treasure animal killed: goose that laid the golden egg.
Skipped line. No motif ID found. Original line: J1905.6.	Cow killed in order to get all the milk at once.
Skipped line. No motif ID found. Original line: J2129.4.	Fool sticks needle in haywagon. He has been told to stick it in his sleeve. It is lost. Type 1696; *BP I 314; Missouri French: Car- rière; Spanish: Boggs FFC XC 141 No. 1703.
Skipped line. No motif ID found. Original line: J1871.	Filling cracks with butter.
Skipped line. No motif ID found. Original line: J2129.5.	Old shoes patched with new. Swiss: Jegerlehner Oberwallis 319 No. 18.
Skipped line. No motif ID found. Original line: J2129.6.	Keeping rain from the trunks. Numskulls take out the clothing and cover the trunks to keep rain off. Penzer V 116 n. 1.
Skipped line. No motif ID found. Original line: J2129.7.	Horse drawn across ice till skin is rubbed off. Type 1212.
Skipped line. No motif ID found. Original line: J2129.8.	Fool sows his mother's seed rice on other people's fields. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2130.	Foolish disregard of personal danger.
Skipped line. No motif ID found. Original line: G522.	Ogre persuaded to drink pond dry bursts.
Skipped line. No motif ID found. Original line: J657.2.	Tortoise lets self be carried by eagle. Dropped and eaten.
Skipped line. No motif ID found. Original line: J818.1.	Yogi advises yogi blood for making king's leaky tank hold water. King cuts off yogi's head.
Skipped line. No motif ID found. Original line: J1791.3.	Diving for cheese. Man (animal) sees moon reflected in water and, thinking it a cheese, dives for it.
Skipped line. No motif ID found. Original line: K710.	Victim enticed into voluntary captivity or helplessness.
Skipped line. No motif ID found. Original line: K1000.	Deception into self-injury.
Skipped line. No motif ID found. Original line: N334.2.	Hanging in game or jest accidentally fatal.
Skipped line. No motif ID found. Original line: J2131.	Numskull injured. U.S.: Baughman.
Skipped line. No motif ID found. Original line: J2131.0.1.	Numskulls try to kill mosquitoes with bows and arrows: only injure themselves. Clouston Noodles 95.
Skipped line. No motif ID found. Original line: J2131.1.	Numskull beaten.
Skipped line. No motif ID found. Original line: J2131.1.1.	Numskull tries to preach while the priest is preaching: beaten. U.S.: Baughman; Spanish: Boggs FFC XC 138 No. 1690.
Skipped line. No motif ID found. Original line: J2131.2.	Numskull stung.
Skipped line. No motif ID found. Original line: J2131.2.1.	Bees caught in sack which is opened at home. Indonesia: De- Vries's list No. 268.
Skipped line. No motif ID found. Original line: K1023.	Getting honey from the wasp-nest. The dupe is stung.
Skipped line. No motif ID found. Original line: J2131.3.	Numskull injures his limbs. U.S.: Baughman.
Skipped line. No motif ID found. Original line: J2131.3.1.	Girl hacks off her heel to get shoe on. Fb "hæl" I 727; Spanish: Espinosa II Nos. 111-112, Espinosa Jr. No. 119.
Skipped line. No motif ID found. Original line: K1911.3.3.1.	False bride's mutilated feet.
Skipped line. No motif ID found. Original line: J2131.3.1.1.	Fool cuts off his arms to wear sleeveless sweater. U.S.: *Baughman.
Skipped line. No motif ID found. Original line: J2131.3.2.	Dupe persuaded to cut off part of his own body. India: *Thompson-Balys.   ## p. 182 (#186) ############################################  182 Motif-Index of Folk-Literature
Skipped line. No motif ID found. Original line: J2131.3.3.	Man lays piece of wood on his leg to saw it: saws leg off. U.S.: Baughman.
Skipped line. No motif ID found. Original line: J2131.4.	Numskull puts out his eyes. Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J2131.4.1.	Looking through the gun barrel. The numskull (stupid ogre) is shot. Types 1158, 1228.
Skipped line. No motif ID found. Original line: K1057.	Gun as tobacco pipe.
Skipped line. No motif ID found. Original line: J2131.5.	Numskull gets his head caught. (Cf.
Skipped line. No motif ID found. Original line: J2136.6.	)
Skipped line. No motif ID found. Original line: J2131.5.1.	Trickster puts on buffalo skull: gets head caught. N. A. In- dian: *Thompson Tales 297 n. 86.
Skipped line. No motif ID found. Original line: J2113.	Getting the calf's head out of the pot.
Skipped line. No motif ID found. Original line: J2131.5.2.	Numskull licks out pot: gets it caught on his head. Indonesia: DeVries's list No. 263, Coster-Wijsman 62 No. 98.
Skipped line. No motif ID found. Original line: J2131.5.3.	Numskull sticks his head in the branches of a tree. Type 1241; Christensen DF XLVII 192ff. no. 19.
Skipped line. No motif ID found. Original line: K1058.	Deer persuaded to butt head into tree. Kills himself.
Skipped line. No motif ID found. Original line: J2131.5.4.	Numskull sticks his head into the hole of a millstone. It rolls into the lake. *Type 1247.
Skipped line. No motif ID found. Original line: J2131.5.5.	Wolf trying to catch tongue of camel puts head in camel's mouth: killed. India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J2131.5.6.	Jackal's head caught in pot of blue dye. Animals make him king, but detect him from his cry and turn him out. India: Thomp- son-Balys.
Skipped line. No motif ID found. Original line: J512.	Animal should not try to change his nature.
Skipped line. No motif ID found. Original line: J951.	Lowly masks as great
Skipped line. No motif ID found. Original line: J2413.	Foolish imitation of an animal: tries to go beyond his powers.
Skipped line. No motif ID found. Original line: U120.	Nature will show itself.
Skipped line. No motif ID found. Original line: J2131.5.7.	Fox trying to drown jug. Sticks his head into it and gets drowned himself. Lithuanian: Balys Index No. *66; Russian: Andre- jev No. *64.
Skipped line. No motif ID found. Original line: J2132.	Numskull dragged.
Skipped line. No motif ID found. Original line: K1022.2.	Wolf tied to cow's horns.
Skipped line. No motif ID found. Original line: K1047.	Bear dragged by horse. Death by dragging behind horse.
Skipped line. No motif ID found. Original line: S117.
Skipped line. No motif ID found. Original line: J2132.1.	Man catches buffalo by rope and is dragged to death. Africa (Ekoi): Talbot 155 No. 1.
Skipped line. No motif ID found. Original line: J2132.2.	Numskull ties the rope to his leg as the cow grazes on the roof. The cow falls off and the man is pulled up the chimney. *Type 1408; *BP I 321.
Skipped line. No motif ID found. Original line: J1904.1.	Cow (hog) taken to roof to graze.
Skipped line. No motif ID found. Original line: J2431.	A man undertakes to do his wife's work. All goes wrong.
Skipped line. No motif ID found. Original line: J2132.2.1.	Fool ties rope to his leg and to dog. Is dragged. India: Thomp- son-Balys.
Skipped line. No motif ID found. Original line: J2132.2.2.	Hand bound to dog's leash: person dragged. India: Thomp- son-Balys.
Skipped line. No motif ID found. Original line: J2132.3.	Milker ties cow's tail to himself. Bees sting the cow. Type 1849*.
Skipped line. No motif ID found. Original line: K1022.2.	Wolf tied to cow's horns.
Skipped line. No motif ID found. Original line: J2132.3.1.	Jackal ties captive crow to his tail. Crow pecks self loose and injures jackal's tail. India: Thompson-Balys.   ## p. 183 (#187) ############################################  J. The wise and the foolish 183
Skipped line. No motif ID found. Original line: J2132.4.	Numskull rides on tiger's back. (Cf.
Skipped line. No motif ID found. Original line: J1758.1.1.	) Dragged to his death (or injured). India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: B557.	Unusual animal as riding-horse.
Skipped line. No motif ID found. Original line: J2132.5.	Animal allows himself to be tied to another's tail and is dragged to death. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2132.5.1.	Other animal's tail tied to tiger's (leopard's): killed when tiger flees. India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J2133.	Numskull falls.
Skipped line. No motif ID found. Original line: J2133.1.	Camel with ass on his back dances. Falls and is killed. *Chauvin III 49 No. 1; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J512.3.	Camel tries in vain to dance.
Skipped line. No motif ID found. Original line: J2133.2.	Monkey jumps over a ravine with his sword girded on. Falls to his death. Indonesia: DeVries's list No. 79.
Skipped line. No motif ID found. Original line: J2133.3.	Cat crawls to steeple and tries to fly. Falls. Swiss: Jegerlehner Oberwallis 295 No. 15.
Skipped line. No motif ID found. Original line: J2133.3.1.	Coyote attempts to fly from a treetop: falls. N. A. Indian (California): Gayton and Newman 85.
Skipped line. No motif ID found. Original line: K1041.1.	Flight by putting on bird feathers. Dupe falls.
Skipped line. No motif ID found. Original line: J2133.4.	Numskull cuts off tree-limb on which he sits. *Type 1240; Köhler-Bolte I 51, 135, 486ff.; *Wesselski Hodscha Nasreddin I 216f. No. 49; Chauvin II 201 No. 47; Clouston Noodles 158; Fb "træ" III 967; Christensen DF XLVII 229; Swiss: Jegerlehner Oberwallis 293 No. 2; India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J2133.5.	Men hang down in a chain until top man spits on his hands. They all fall. *Type 1250; Köhler-Bolte I 113; *Wesselski Hodscha Nasreddin I 242 No. 124; *Bolte Schweiz. Arch. f. Vksk. XXIII (1920— 21) 36ff.; Clouston Noodles 46; Christensen DF XLVII 179ff., 193 No. 7; Virginian: Parsons JAFL XXXV 302; Chinese: Chavannes II 324.
Skipped line. No motif ID found. Original line: J2357.	Tortoise speaks and loses his hold on the stick. He is being carried through the air by a bird.
Skipped line. No motif ID found. Original line: J2133.5.1.	Wife carried up tree to sky in bag in husband's teeth. She asks question and he drops her when he answers. Clouston Noodles 48, 51.
Skipped line. No motif ID found. Original line: J2133.5.1.1.	Servant carrying master across stream answers question with gesture that throws master off. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2133.5.2.	Numskull going to heaven holding on tail of divine elephant, looses his hold to make gesture. He and all holding on to him fall. India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: B45.	Air-going elephant.
Skipped line. No motif ID found. Original line: J2133.5.3.	Three men in a tree sing song and clap hands: they fall down and die. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2133.6.	Wolves climb on top of one another to tree: lowest runs away and all fall. Type 121; *BP II 530 n. 3; India: *Thompson-Balys; Japanese: Ikeda,
Skipped line. No motif ID found. Original line: J2133.6.1.	Measuring the tower by piling up hampers. They place hampers on top of one another. The fool has them take out the   ## p. 184 (#188) ############################################  184 Motif-Index of Folk-Literature two on the bottom. Spanish: Boggs FFC XC 141 No. 1703, Espinosa III 147; Africa (Ashanti): Werner African 125.
Skipped line. No motif ID found. Original line: J2133.7.	Intruding wolf falls down chimney and kills himself. Type 123; *BP I 40.
Skipped line. No motif ID found. Original line: K891.1.	Intruding wolf tricked into jumping down chimney.
Skipped line. No motif ID found. Original line: J2133.8.	Stargazer falls into well. Wienert FFC LVI 85 (ET 514), 107 (ST 194); Halm Aesop No. 72; Italian Novella: *Rotunda.
Skipped line. No motif ID found. Original line: J2133.9.	Blind leading blind falls into pit. Chauvin II 157 No. 34; Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J2133.10.	Monkey jumps into water after a butterfly. Indonesia: De- Vries's list No. 77.
Skipped line. No motif ID found. Original line: J2133.11.	Hedgehog and crab jump from boat after turtle. They fall on floating leather. Indonesia: DeVries's list No. 128.
Skipped line. No motif ID found. Original line: J2133.12.	Woman tries to climb rope of excrement and urine. (Cf.
Skipped line. No motif ID found. Original line: H1021.1.	) Marquesas: Handy 40.
Skipped line. No motif ID found. Original line: J2133.13.	Fool dangling from tree by hands tries to clap them together: falls. India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J2062.	Which way the sheep shall return.
Skipped line. No motif ID found. Original line: J2133.14.	Fool re-enacts the accident. Falls and injures self and others. (Cf.
Skipped line. No motif ID found. Original line: J2062.	) India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2133.14.1.	How was the pigeon killed? Fool aims stone at inquirer saying, "I struck him like this." Inquirer is killed. India: Thompson- Balys.
Skipped line. No motif ID found. Original line: J2134.	Numskull makes himself sick (uncomfortable).
Skipped line. No motif ID found. Original line: J2134.1.	Trickster eats scratch-berries. Cause great itching. N. A. Indian: *Thompson Tales 304 n. 109k.
