motif_id	text
V515.1.3.2.	Vision in which swineherd sees yew tree upon a rock, with an oratory in front of it and angels ascending from it. Vision interpreted by druid as symbolizing founding of Cashel and the royal line of Munster.
V515.1.4.	Constantine's vision of the Cross.
V515.1.5.	Vision of dry bones.
V515.2.1.	Vision in which chieftain sees pair of gray seals that sucked at his two breasts. They are two of his allies who are being overpowered by invaders.
V515.2.1.1.	Vision in which king sees whelp reared by him gather dogs of Ireland and Britain against him but suffer death in battle at last. The whelp is one of king's two foster sons.
V515.2.2.	Vision in which saint foresees allegorically the ramifications of king's family Irish myth: Cross.
V515.2.3.	Vision in which king sees his four sons changed into lion, greyhound, beagle, cur, which fight with alternating success, until lion subdues the other three.
V516.	Vision of future.
V52.	Miraculous power of prayer.
V52.1.	Man saved from lechery through prayer.
V52.10.	Prayers of devout woman free husband from death and imprisonment.
V52.11.	Prayer of sinner changes his color from black into white.
V52.12.	The clever brothers work, the foolish brother only prays; finally he acquires all the property.
V52.13.	Saint's Paternoster outweighs ox.
V52.14.	Mem. Reciting martyrology will prevent decomposition of body of one who recites it. de la Soc. des Paris, 7th ser.
V52.15.	Prayer said by saint into his right hand restores displaced eye of opponent.
V52.16.	Prayer for protection on journey to land of dead.
V52.2.	Continuous prayer sustains man through frightful vigil.
V52.3.	Continuous prayer sustains man through frightful vigil. Prayer before battle brings victory.
V52.4.	Objects supplied through prayer.
V52.5.	Prayer restores shattered vessel.
V52.6.	Mariners saved from maelstrom through prayer.
V52.7.	Prayer at saint's flagstone averts trouble.
V52.8.	Saint's prayer brings death to enemy.
V52.9.	Prayer for protection on journey to land of dead.
V520.	Rel. Salvation.
V522.	. Sinner reformed after visit to heaven and hell.
V523.	The only king ever saved in spite of himself.
V525.	Sinner who thinks of God saved; devotee who thinks of worldly things goes to hell.
V526.	Worship of particular deity brings reward of birth in Brahmaworld.
V53.	Prayers of family comfort prisoner.
V53.1.	Prayer unfastens boy's fetters.
V530.	Pilgrimages.
V531.	Pilgrimage to Holy Land.
V531.1.	Pilgrimage to follow roads Christ walked.
V532.	Pilgrimage to Mecca.
V533.	Pilgrimage to Benares.
V535.	Pilgrimage to Jerusalem.
V540.	Intervention of Providence saves person's life.
V541.	Man is prevented from taking passage on ship which later sinks. Baughman.
V542.	Man hears voice telling him to leave danger spot in mine.
V55.	Robert worships devil's image in order to secure advancement,.
V57.	Purpose of prayer.
V57.1.	Prayer for good harvest.
V57.2.	Prayer for shower of gold.
V57.3.	Prayer on special occasions.
V58.	Prayer as ceremony.
V58.1.	Prayers at sunrise and sunset.
V58.2.	Prayer with face toward east.
V58.3.	Repeated circumambulations with prayer.
V58.4.	Handwashing before prayer.
V58.5.	Prayer shawl.
V59.1.	Skill in theft granted as answer to prayer.
V60.	Funeral services.
V60.1.	Stones sold at funeral wakes.
V60.2.	Funeral rites by druids.
V61.	Various ways of disposing of dead.
V61.1.	Dead placed on boat. Encyc.
V61.10.	Corpses exposed in tree.
V61.2.	Dead burned on pyre. Rel. Wife prefers to be burned together with husband even though she was forced to marry him and she has helped to prepare the revenge.
V61.3.	Coffin buried upright. Sbillot Incidents
V61.3.0.1.	Hero buried in armor, standing with face toward land of enemies.
V61.3.0.2.	Person buried in standing position with friends about him.
V61.3.0.3.	Man buried upright beneath kitchen stairway in order that he may watch his family.
V61.4.	Head buried one place, body another.
V61.4.1.	Corpse buried face down.
V61.4.2.	Dismemberment before burial.
V61.5.	King buried in his war car.
V61.6.	Christian buried in stone coffin.
V61.7.	Christian buried in wooden coffin.
V61.8.1.	Chiefs buried in hidden caves.
V61.9.	Lion buried in stone cave with gold letters.
V62.	Restrictions on burial.
V62.1.	Funeral rites forbidden.
V62.2.	Only usurers to carry body of usurer to grave.
V63.	Bones of dismembered person assembled and buried.
V64.	Money tied on corpse thrown overboard from ship in order to secure burial.
V64.1.	Shipwrecked each get a piece of the chief's gold ring in order to have gold with them in death.
V65.	Commemoration of death.
V65.1.	Calves kept separate from cows in commemoration of hero's death.
V65.2.	Drinking festival in memory of the dead.
V65.3.	Wedding and funeral festival on same time.
V65.4.	Professional mourning.
V65.4.1.	Funeral song sung over dead. d. Abergl.
V65.5.	Funeral games.
V66.	Funeral sermon.
V66.1.	Priest having nothing good to say about man damns him with faint praise or gives anecdotes with unfavorable implications. Witty funeral sermon.
V67.	Accompaniments of burial.
V67.2.	Shoes buried with the dead.
V67.3.	Treasure buried with the dead.
V67.3.1.	King buried with immense treasure in the ground of an artificially dried river; later the normal course of the river is restored.
V67.4.	Men buried with dead chief.
V67.4.1.	Captain buried with his crew.
V67.5.	Animals buried with the dead.
V68.	Preparations for burial.
V68.2.	Dead washed and hair combed.
V68.3.	Dying hero wants to be buried in the clothes of his brother who killed him.
V68.4.	Dead is undressed.
V68.4.1.	Dead not to be buried naked.
V68.5.	Dead rubbed with red paint.
V69.1.	All dead are buried after battle.
V69.2.	Funeral song sung over dead. Hero buried as unknown merchant in foreign country.
V70.	Rel. Religious feasts and fasts.
V70.1.	The first day of summer.
V70.2.	Whitsuntide.
V70.3.	Midsummer.
V70.3.1.	Feast of Saint John the Baptist.
V70.7.	Feast of the new moon.
V71.	Rel. Sabbath.
V71.1.	Jewish automaton will not work on Saturday.
V71.1.1.	Manna does not descend on Sabbath.
V71.2.	Misfortune ascribed to breaking Sabbath.
V71.3.	Various events, from creation to Resurrection, that occurred on Sabbath.
V72.	Christmas. Rel. d. Abergl.
V72.1.	Little Christmas.
V73.	Fasts.
V73.0.1.	Christ in the desert overcomes devil by fasting.
V73.1.	Fast to prevent pestilence.
V73.2.	Fast improves health.
V73.3.	Saint causes two youths to be fed with the best food, says one is doomed to go to hell, the other will practice austerity in his old age.
V73.4.	Fasting to secure a prosperous journey.
V73.5.	"Fasting on ""Golden Fridays"" as charm against certain misfortunes."
V73.6.	Lent.
V73.6.2.	Saint remains silent during Lent by holding stone in mouth.
V73.6.3.	Holy man eats pork and beef in Lent because pig is raised on milk, ox on grass; but refuses to eat cake because it contains weevils live meat.
V75.	Easter.
V75.1.	Passover.
V81.	Baptism. Rel. as .
V81.1.	Girl having been stolen by mountain-folk must be baptized anew.
V81.2.	Tails fall off mountain spirits when they are baptized.
V81.3.	Metamorphosis brought about by baptism. Monster born of union of heathen ruler and Christian maiden becomes a handsome boy on being baptized.
V81.4.	Baptism of infants.
V81.5.	Sea bath as purificatory rite.
V811.3.	Sacred cow.
V82.	Circumcision.
V83.	Hymns.
V84.	Excommunication.
V84.1.	Lightning strikes excommunicated person who enters church.
V84.2.	Priest shows power of excommunication over host. It turns black.
V84.3.	Pirate excommunicated, goes on pilgrimage as penance.
V85.	Religious pilgrimages.
V86.	Encyc. Rel. Sign of the cross.
V86.1.	Sign of cross protects from injury.
V86.1.1.	Sign of cross prevents child from being stolen from cradle.
V86.1.2.	Sign of cross prevents garment from burning.
V86.1.3.	Man dies because he has killed a man with the sign of the cross on his forehead.
V86.2.	Martyr with sign of cross on his heart.
V86.3.	Punishment for profane use of the cross. Drunkard kisses cross, thinking it is a bottle of wine.
V86.4.	Miraculous manifestations to scoffers of the cross. Alphabet.
V86.5.	Praying with arms extended so as to form a cross.
V86.6.	Loaf bursts in oven because sign of cross has not been made over it.
V86.7.	The seven significances of the sign of the cross.
V87.	Christening.
V88.	Ceremony of the proclamation of a Buddha. Accidental calling on god's name held to outweigh a life of wickedness.
V91.	Accidental calling on god's name held to outweigh a life of wickedness. Evil spirits conjured away in name of deity.
V92.	A tumbler, turned monk, dances while others chant psalms. He is praising God in the only way he knows.
V93.	Religious dancing.
V96.	Ritual bathing.
V96.1.	Taking bath in a sacred river Ganges.
V97.	Study of Tora as religious service.
V99.	Religious services. VO. Religious services.
W10.1.	Saint never drives fly or gnat from his face.
W10.2.	Saint gives calf to wolf.
W100.	Unfavorable traits of character.
W11.	Generosity.
W11.1.	Philanthropist will give his spurs if someone will drive his horse for him. He has given away his coat, etc. to beggars. One finally asks for his spurs.
W11.10.	Ruler protects thief. Asks for the stolen plate and hides it so that it will not be found on the culprit.
W11.11.	Ruler rewards man who would curb him.
W11.12.	The generous correction.
W11.12.1.	"Chancellor: ""If you saw such a sum it would seem large to you."" King answers that it looks small and doubles it. King rewards knight with large sum of money."
W11.13.	Novel sign of death. It is the first time that what he has given away seems too much.
W11.14.	Youngest brother shares wealth with older brothers who foolishly lost theirs.
W11.15.	Generous person refuses no man anything.
W11.16.	Generous king gives away his only eye.
W11.2.	Munificent monarch.
W11.2.1.	Emperor thinks day lost when he gives no gifts.
W11.2.2.	King will not eat breakfast till gifts are given.
W11.4.	Man lets himself be sold as slave so as to practice generosity. Rotunda.
W11.5.	Generosity toward enemy.
W11.5.1.	Ruler pardons his enemies.
W11.5.1.1.	Man pardons his assailants. They attack again and are killed.
W11.5.10.	Champion grants requested boon of safe convoy to his enemies.
W11.5.11.	Chieftain spares enemies whom he takes unawares unarmed.
W11.5.11.1.	"Chieftain who takes king unawares, spares him on condition that chieftain be called ""lover"" by women of king's tribe."
W11.5.12.	Hero in battle refuses to slay charioteers, women, or physicians. Hero in battle refuses to slay women.
W11.5.2.	Ruler pardons emissary who has come to murder him.
W11.5.3.	Wronged knight conquers enemy and then pardons him.
W11.5.4.	Conqueror returns defeated man's wife and family to him.
W11.5.5.	Conqueror spares city.
W11.5.6.	Ruler reproaches son for bringing him the head of his fallen enemy. Latter given honorable burial.
W11.5.7.	Man saved through intercession of enemy.
W11.5.7.1.	False accusations. Man pays fine for enemy who is falsely accused.
W11.5.8.	Captor contributes to captive's ransom.
W11.5.9.	Warrior gives steed to his enemy.
W11.5.9.1.	Calumniated woman intercedes for accusers.
W11.5.9.2.	Man's life spared through the intercession of the daughter he has wronged. He has ordered her killed.
W11.6.	Ruler generously settles quarrel between loser and finder of money.
W11.7.	Nobleman's generosity enables impoverished lover to entertain his lady.
W11.7.1.	Impoverished nobleman offers wife to ruler. Latter spares her honor and aids the couple. Nobleman in poverty offers wife to ruler.
W11.8.	General sends for king so that the latter may get credit for victory.
W11.9.	Prince donates all including a tooth. When he has nothing left he is asked for a gift. He allows man to extract a tooth from his mouth. Father had offered reward to anyone persuading his son to have it extracted.
W110.	Unfavorable traits of character-personal.
W111.	Laziness.
W111.1.	Contest in laziness.
W111.1.1.	Man lets legs burn in fire rather than move them.
W111.1.1.1.	Man is burned to death because he is too lazy to put out spark.
W111.1.1.2.	Lazy man's belongings burn. He is too lazy to stop rats from playing with lighted candle.
W111.1.1.3.	Man too lazy to open eyes to see where fire is burning.
W111.1.1.4.	Three lazy beggars burn alive rather than run away from burning castle.
W111.1.1.5.	Mother calls to daughter to tell her that she daughter is standing on a live coal. The daughter asks which foot the coal is under. Baughman.
W111.1.2.	Man will not lift knife to cut rope about to hang him.
W111.1.3.	Man will not move in bed when water drops in his eyes.
W111.1.4.	Man so lazy that he will not wipe his running nose. This causes him to lose prospective bride.
W111.1.5.	Man floating in river too lazy to drink. His voice is damaged.
W111.1.6.	Man too lazy to pick up berries dates.
W111.2.	The lazy servant.
W111.2.0.1.	Lazy servant gets others to perform his duties
W111.2.1.	Servant to call his master at daybreak: looks into dark closet to see if it is yet light. They sleep till noon.
W111.2.2.	Servant to close door at night: leaves it open so that he will not have to open it next morning.
W111.2.3.	The master has told the servant to go to work.
W111.2.4.	Boy to see whether it is raining: calls dog cat in and feels of his paws.
W111.2.5.	Boy to see whether there is fire in the house: feels of cat to see if she is warm.
W111.2.6.	The boy eats breakfast, dinner, and supper one immediately after the other; then lies down to sleep.
W111.2.7.	Lazy boy always says that it is raining. The peasant and the boy sleep during the rain in the hay barn. When the peasant asks, the boy always says that it is still raining.
W111.2.8.	Lazy boy says he cannot walk.
W111.2.9.	Servant tells master to cover his face: no need to put out lamp.
W111.3.	The lazy wife.
W111.3.1.	Lazy wife in soiled dress thinks husband is bringing her a new dress from market. He is bringing a goose.
W111.3.2.	Cat beaten for not working. Lazy wife must hold cat and is scratched.
W111.3.3.	Lazy wife throws bread out of window instead of putting it back into oven.
W111.3.4.	Why he beats her. Lazy wife beaten by husband maintains that she has done nothing. That is why he is beating her.
W111.3.5.	Wife too lazy to spin. Supposed dead husband comes back to life and gives his wife a beating, because there was no shirt even in the event of death.
W111.4.	Lazy husband.
W111.5.	Other lazy persons.
W111.5.1.	Lazy mother given shoes of cotton; son knows that she will not wear them out.
W111.5.10.	Lazy man asks if wood is split before he accepts it as a gift. Baughman.
W111.5.10.1.	"Lazy man is being taken to poorhouse or out of town or to cemetery to be buried alive. The group take pity on him, offer him various articles to help him get started again. One offers a bushel of corn. The lazy one rises up from the bottom of the wagon or coffin where he has been lying: ""Is the corn shelled?"""
W111.5.11.	Lazy man misses seeing the sheriff's funeral; he is facing the wrong way as the procession passes. Baughman.
W111.5.12.	Man digs three potatoes in one day: one dug, one being dug, one about to be dug. Baughman.
W111.5.13.	Man weeds garden from cushioned rocking chair, using fire tongs to reach weeds. Baughman.
W111.5.2.	Lazy girl does not know where the spring is.
W111.5.3.	Lazy man asked direction only points with his foot.
W111.5.4.	Lazy dog wakes only for his meals.
W111.5.5.	Man in mud too lazy to take hand extended to help him up.
W111.5.7.	Ruler is too lazy to stop quarrels. They lead to his death.
W111.5.8.	Man with stolen fig in his mouth submits to having cheek lanced rather than open his mouth
W111.5.8.1.	Man is so lazy that he starves rather than open his mouth for food to fall in when it falls from trees. Baughman.
W111.5.9.	Learning a trade in bed. Working independently, the lazy fellow spoils the materials received-starts making something big, which at the end turns to nothing. For example, begins with forging a plough: this becomes an axe, the axe a knife, and knife a needle, the needle -nothing.
W115.	Slovenliness.
W115.1.	The slovenly fiance.
W115.3.	Rancher is not recognized by his wife and family after he has cleaned up in town at hotel. Baughman.
W116.	Vanity.
W116.1.	Old woman reaches town before vain fop who stops to adjust clothes.
W116.2.	Expenditure of money for vanity.
W116.3.	Plain people made rulers have vain display.
W116.4.	Peacock admires self in mirror.
W116.5.	Wasp seeking fame stings courtiers: killed.
W116.6.	Wealthy man pretends enjoyment of good music. Told when to applaud.
W116.7.	Use of strange language to show one's high education.
W116.8.	Jackal forces all animals who come to drink to praise him like a king.
W117.	Boastfulness.
W117.1.	Neglected wife given trifle boasts of it.
W12.	Hospitality as a virtue.
W12.1.	Man king prefers death to loss of reputation for hospitality.
W12.2.	Man looks for strangers so as to bestow hospitality on them.
W121.	Cowardice.
W121.1.	Hunter wants to be shown lion tracks, not lion himself.
W121.2.	Coward boasts when there is no danger.
W121.2.1.	Ass insults dying lion.
W121.2.2.	Fox insults caged lion.
W121.2.3.	Crow sits on sheep's back; afraid to sit on dog's.
W121.2.4.	Dogs tear up lion skin: fear living lion.
W121.2.5.	Coward gloats over robber slain by another person.
W121.2.6.	"Monkey safe in tree insults gorilla as ""broken face""."
W121.3.	Cowardly soldier turns back when he hears raven's croak.
W121.4.	"""In truth, gentlemen, you do well in weeping; for since you didn't fight like men to defend your land, it is suitable that now you weep like women on leaving it."". Queen mother shames cowardly son and companions. Queen mother shames son for cowardice. Wisdom taught by parable: cloud which gives rain to thirsting crops or drops it in ocean."
W121.5.	Cowardly spider rushes at fly but hides when wasp appears.
W121.6.	Coward gives his purse to thief with lame excuse.
W121.7.	Cowardly bridegroom flees elephant and loses bride.
W121.8.	Illness from fear.
W121.8.1.	Swooning from cowardice.
W123.	Indecision.
W123.1.	The man who only tasted wine. Will not drink but gets drunk nevertheless by frequent tasting.
W125.	Gluttony.
W125.1.	Greedy animal eats poisoned fruit in spite of warning.
W125.2.	Gluttonous wife eats all the meal while cooking it.
W125.3.	New son-in-law given choice of meals eats all.
W125.4.	Pupil eats cakes given as alms for his master.
W125.5.	Husband eats wife's share of food as well as his own.
W126.	CO. Disobedience. Tabu: contact with supernatural.
W126.1.	Monk obedient only as long as work is agreeable. Always says that unpleasant work is beneath his dignity.
W127.	Petulance.
W128.	Dissatisfaction.
W128.1.	Hog tired of his daily food. Goes to the judge and gets better food assigned to him, but the fox cheats him out of it.
W128.2.	Dissatisfied fox. In kingdom of lions laments that he always gets the worst bits of food.
W128.3.	Dissatisfied rivers complain against sea. Say that it makes their water unusable.
W128.4.	Peacock dissatisfied with his voice.
W128.5.	Monk dissatisfied with things as he has them is admonished to take what he receives from God.
W128.6.	Sparrow dissatisfied with pond water wants to go to sea.
W131.	Profligacy.
W131.1.	Profligate wastes entire fortune before beginning his own adventures.
W133.	Inconsistency.
W133.1.	Prince penalizes cursing, although he himself curses.
W133.2.	Woman admires marvelous shot of hero which kills deer, but angers him when she begs mercy for the deer.
W136.	False modesty.
W136.1.	A nobleman has arranged for a peasant girl to become his mistress. She really wants to be found. When he comes to take her away he cannot find her. she cries from the barrel.
W137.	A man and his wife overhear thieves planning to rob the house, put the man out of the way, and have their will of the wife. Curiosity. The curious wife: wait and see. The man wants to raise an alarm.
W141.	Talkativeness.
W15.	Woman shelters murderer of her son out of charity.
W15.1.	Murderer goes to victim's son and asks to be killed. The son aids him to escape.
W150.	Unfavorable traits of character-social.
W151.	Greed.
W151.0.1.	Cauldron of greed. Filled with gold. Symbolism.
W151.1.	Harlot weeps when her impoverished lover leaves her to think that she has left him his coat.
W151.10.	Greedy man tries to stuff food into his nostrils as well as into his mouth.
W151.2.	Visiting friends take everything from house of dying man.
W151.2.1.	Visitors of sick stag eat up all his provisions so that he starves.
W151.2.2.	Hospitable man impoverished by greedy guests.
W151.3.	Wolves devour an ox without leaving a share for the rightful owner.
W151.4.	Snake and weasel stop fighting in order to catch mouse.
W151.5.	Father-in-law sued for breach of contract because he does not die in two years as he has predicted.
W151.6.	"Hog with broken leg refuses to tell another where peas are to be found. ""I intend to go there myself as soon as I get well again."""
W151.7.	Eats up the money. Old man before dying eats his money. In church, son wants to cut corpse open and get the money. Shakes money out of the corpse's throat and takes the skin.
W151.8.	Thieves quarrel over booty: owner comes.
W152.	Stinginess.
W152.1.	Fox spoils his food rather than divide with ape.
W152.10.	Drummer drums for own wedding so as to save expense.
W152.12.	Stingy man and his servants.
W152.12.1.	Farmer gets help up early in morning for a light breakfast: a glass of water and a lantern.
W152.12.2.	Stingy farmer encourages help by promise of hot lunch. The servant discovers that the hot lunch is a mustard sandwich.
W152.12.3.	Master insists that maid whistle when she brings in the dessert. He is afraid she will eat the raisins out of the cakes. Baughman.
W152.12.4.	Master insists that servants whistle as they pick strawberries so that they cannot eat any. Baughman.
W152.13.	The stingy man and his animals.
W152.13.1.	A stranger notices that man's cows need feed, feeds them. They die of the shock of being fed. Baughman.
W152.14.	Man who insists on using everything that is useful.
W152.14.1.	Man finds a bunghole lying around loose, has cooper build a barrel around it. Baughman.
W152.14.2.	Man saves sausage skins, sends them back for refilling. Baughman.
W152.15.	Stingy man does not eat butter; only looks at it and enjoys the thought.
W152.16.	Wife of stingy man prays that her husband become sick so that she can get better food.
W152.17.	Wife keeps half of the money she plans to give for a shrine.
W152.2.	Man had rather be burned alive than to share food with a guest.
W152.3.	Stingy dead woman raises her head to correct account of laundress, who is overcharging her daughter.
W152.4.	Stingy man forced to share his money when he lies and says he has none.
W152.5.	Stingy woman will not give soup to man until she spills it. Then she says he may have the soup.
W152.6.	Stingy king will not hire soldiers: defeated.
W152.7.	Spider in stingy woman's house grows thin.
W152.8.	Stingy horse refuses ass little feed, though he promises much for later time.
W152.9.	"Stingy man cancels invitations to his guests. ""It is better that they speak ill of me on an empty stomach than on a full one."""
W153.	Miserliness.
W153.10.	"Miser is rebuked by friend. ""You get no benefit from your wealth."" Proves his folly."
W153.11.	Miser dies because he will not buy a candle.
W153.11.1.	Dying miser tells son to extinguish candle just as soon as he dies.
W153.11.2.	Miser runs back home to put out lamp left burning.
W153.12.	Miser is kidnapped and held for ransom.
W153.13.	Wood dealer prays for raja's death so that he can sell sandal wood for funeral pyre.
W153.14.	Miser tries to reduce sacrifice promised to god.
W153.2.	Miserly husband spies on wife to see that she does not eat too much. Gets burned in the chimney and beaten in the bed where he hides.
W153.2.1.	Miserly husband spies on wife, lest she cook too much.
W153.3.	Miserly wife exposed to guests by her husband.
W153.4.	Man is so miserly that he never drinks wine until it becomes strong. Gets full benefit from it.
W153.5.	"Friar so miserly that he stays in ditch three days before ""lending"" a hand to his rescuers."
W153.6.	Miser dreams that he spends some money. Strangles himself in his sleep.
W153.7.	Miser decides not to commit suicide. Does not want the expense of a rope.
W153.7.1.	Miser is given rope to hang himself. Miser annoys merchant so much over the price of a rope that the latter gives it to him provided he will hang himself as he plans to do.
W153.8.	Miser appoints himself as the sole heir of his own estate.
W153.9.	Miser decides to kill his pigs himself. Refuses to pay fee. Chain of circumstances make it infinitely more expensive.
W154.	Ingratitude.
W154.1.	Man dismissed after years of service with a pittance.
W154.1.1.	Dismisses him and charges him for a rope which he had cut while saving the usurer from hanging. Usurer's ingratitude toward servant.
W154.10.	Snake kills ungrateful tamer.
W154.11.	Tiger returns rope to former captor: rewarded by having tail cut off.
W154.12.	Man kills his rescuer in order to collect reward.
W154.12.1.	Knight is ungrateful for rescue in battle.
W154.12.2.	Ungrateful Brahmin brings his wild goose rescuer to king as remedy against leprosy.
W154.12.3.	Ungrateful brothers plot against rescuer.
W154.13.	Benefactor falsely accused of theft by ungrateful youth.
W154.14.	Woman who saves suitor from death is later condemned to die by the ingrate.
W154.15.	Kind magistrate is victim of ingratitude. Gives lawbreaker a light sentence. The latter seduces the magistrate's wife.
W154.16.	Ruler persecutes his friends and is kind to his enemies. Is killed.
W154.17.	Man beheads rescuer for leaving him so long in pain.
W154.18.	Man ungrateful for life saved because rescuer helped others also.
W154.19.	Ungrateful Jew steals horse of Christian who has lent it to him.
W154.2.	Monster ungrateful for rescue.
W154.2.1.	Rescued animal threatens rescuer.
W154.2.2.	Man ungrateful for rescue by animal.
W154.20.	Man beats people bearing him gifts.
W154.21.	Workers builder killed when secret building or grave is finished. Workers builder killed when they finish a secret building or grave for a king with the purpose of preventing pillage.
W154.22.	Person compared to nettle, which stings the hand that protects it.
W154.23.	Ingratitude from ignorance.
W154.24.	Man fails to feed his animal rescuer.
W154.25.	Man sets dogs onto bear after bear has carried him home to safety.
W154.26.	Man demands ever larger gifts.
W154.26.1.	Man trades an egg for a needle, demands treat of a gill of rum, the traditional reward for traders. The storekeeper gives him the rum; he asks for an egg in it. The storekeeper breaks an egg the one he has just traded the needle for into the rum. It has two yolks; the trader asks for two needles. Baughman.
W154.27.	Man works his horses to death, then complains that borrowed horse overeats. Baughman.
W154.28.	Wizard makes pupil think himself Emperor and exposes pupil's ingratitude.
W154.3.	"""That you were allowed to take your beak from my throat is payment enough."". Crane pulls bone from wolf's throat: wolf refuses payment."
W154.3.1.	Lion rescued from net by rat: eats rat.
W154.3.2.	Tiger has thorn pulled by man: attacks man.
W154.4.	Hunter beats dog which has grown old in his service.
W154.5.	Dog tries to bite man rescuing him from well.
W154.5.1.	Ungrateful fox hits with tail the man who carries him across stream.
W154.5.1.1.	Man kills whale which carried him home across sea.
W154.5.1.2.	Man who has been rescued from pit tries to kill his monkey rescuer for food.
W154.5.1.3.	Ungrateful ape plucks feathers from heron who has carried him across water.
W154.6.	Ungrateful wanderer pulls nut tree to pieces to get the nuts.
W154.7.	Wanderers in shade of plane tree blame it for not bearing fruit.
W154.8.	A traveler saves a monkey, a snake, a tiger, and a jeweler from a pit. Grateful animals; ungrateful man. The jeweler accuses the rescuer before the king. The monkey gives him fruit; the tiger a necklace of a princess he has killed. The serpent saves him by biting the prince and then showing the man the proper remedy.
W154.9.	Man rescued from drowning kills rescuer.
W154.9.1.	Whales rescue drowning king who planned to kill them.
W155.	Hardness of heart.
W155.1.	Hardhearted horse allows ass to be overburdened until it is crushed. Horse must then assume the load.
W155.1.1.	Old bullock deserted and left to die.
W155.1.2.	Man overloads and starves camel.
W155.2.	Man helping another across stream drops him when he learns that he has lost his high position.
W155.3.	Man unable to weep for hardness of heart.
W155.4.	Hardhearted person refuses reprieve for father's murderers.
W155.5.	Permission refused to drink from water tank.
W156.	The dog in the manger. Has no use for the manger but refuses to give it up to the horse.
W157.	Dishonesty.
W157.1.	Priest uses fortune dishonestly made to erect monuments to himself.
W158.	Inhospitality.
W16.	Bishop exchanges places with prisoner so as to have him return to his mother.
W161.	Love of publicity.
W161.1.	Three envoys debate as to which of them should be received with the greatest honor.
W165.	False pride. Father disinherits him. Son ashamed of his peasant father who brings him money.
W165.1.	Humble man after speaking to king disdains his own family.
W165.2.	Ass after associating with lion disdains his own family.
W167.	Stubbornness. Baughman.
W167.1.	Two stubborn goats meet each other on a bridge. Neither will step aside; both fall into water.
W167.2.	Woman's stubbornness causes loss of chance to go on pilgrimage.
W171.1.	Man winks both at buyer and seller. He tries to appear friendly to both.
W175.	Changeableness.
W175.1.	Sister gives due honor and regard to brother only in times of his prosperity.
W18.	Envious man sets out to kill one who is noted for his generosity. He is won over by the generosity of his intended victim.
W181.	Jealousy.
W181.1.	Sheep jealous of dog because he does nothing. Do not consider that he guards the flock.
W181.2.	King kills architect after completion of great building, so that he may never again build one so great. King kills architect after completion of great building.
W181.2.1.	Architect kills pupil who has surpassed him in skill.
W181.2.2.	Architect commits suicide when he discovers that his pupil has surpassed him in skill.
W181.3.	Raven wants to be as white as a swan.
W181.4.	Jealous fox betrays wolf to peasant and then appropriates wolf's cave and food. Peasant kills him in a few days.
W181.5.	Raven jealous of partridge's way of flying.
W181.6.	Jealousy of Venus in the love of Psyche and Cupid.
W181.7.	Ruler who is jealous of his subjects' happiness prohibits their games.
W182.	The crying child. He stops crying so that after a rest he can cry louder than ever.
W185.	Violence of temper.
W185.1.	Man demonstrates his violence of temper. He overhears a man tell of his temper. In anger he enters and demands to know when he has ever lost his temper.
W185.2.	Prayer that overbearing knight's illness be increased. A little sickness has made him kind; more may make him kinder.
W185.4.	Monk loses temper at cup and breaks it.
W185.5.	Violence of judge's temper leads him to have men given death sentence unjustly.
W185.6.	"Insult worse than wound. The lion to the man: ""The wound has healed, but the pain of harsh words still remains."" Schullerus FFC LXXVIII No."
W187.	Insolence.
W188.	Contentiousness.
W193.	Extortion.
W193.1.	Man extorts large price for betel leaf from addict.
W195.1.	Goose and turkey envious of peacock point out its ugly legs and voice.
W196.	Lack of patience. Baughman.
W199.	Unfavorable traits of character
W2.	Good inclinations enter body at puberty.
W20.	Other favorable traits of character.
W21.	Emperor friendly to everyone. Would act as he should like an emperor to act toward him if he were a common man.
W211.	Active imagination.
W211.1.	"The boy: ""If I had one and then got two more, I should have three."""
W211.3.	"Man travelling alone through the forest at night, is afraid of robbers. He hangs his cap on a stick and keeps repeating: ""I am not travelling alone, there are two of us."""
W212.	Eagerness for combat.
W212.1.	Eager warriors go through tent wall. Warriors so eager for battle they do not take time to go out of tent door but go through the tent wall.
W212.2.	Warriors contend with each other until battle starts. When they agree to engage in battle, they cannot endure to be without combat.
W213.	Man will not allow food served to strangers until a man of them wrestles with him.
W213.1.	Host requires deed of bravery before feast is eaten.
W214.	Man will not do a woman's bidding.
W215.	Extreme prudence.
W215.1.	Magic help sent to enemy. Hero sends fairy healing charms to his enemy so that when they resume fighting it cannot be said he wins because of superior care.
W215.2.	Refusal to fight wounded enemy. Hero feels it dishonorable to fight with sorely wounded enemy, because it would be said he died of previous wounds rather than the ones hero might inflict.
W215.3.	Long life sacrificed that descendants may be kings as prophesied.
W216.	Thrift.
W216.1.	Thrifty merchant tells son that even a snake laid by will be useful.
W225.	Taciturn man.
W225.1.	Man is rebuked for loquaciousness when he speaks after thirtyseven days. Baughman.
W226.	Moving home simple for poor man. Man is so poor that when he moves all he has to do is to put out the fire and whistle for the dog to follow him. Baughman.
W23.	Man never listens to scandal.
W23.2.	Woman sacrifices life for son's honor.
W24.	Man speaks no evil.
W25.	Equanimity of the comedian. When he sees his house carried off by a flood, he fiddles the whole time.
W25.1.	Equanimity of the enslaved unfortunate. Does not complain when beset by a series of misfortunes.
W26.	Patience.
